processed 1 of 11 files
processed 11 of 11 files
         35593831 function calls (35376764 primitive calls) in 30.630 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
   124/62    0.000    0.000    0.002    0.000 pyparsing.py:3968(copy)
        1    0.000    0.000    0.002    0.002 config.py:394(to_str)
        1    0.000    0.000    0.002    0.002 cookies.py:39(<module>)
  888/242    0.002    0.000    0.002    0.000 {built-in method _abc._abc_subclasscheck}
       88    0.000    0.000    0.002    0.000 managers.py:1569(from_array)
        1    0.000    0.000    0.002    0.002 util.py:1244(from_bytes)
        5    0.000    0.000    0.002    0.000 config.py:322(merge)
       11    0.000    0.000    0.002    0.000 cast.py:111(maybe_convert_platform)
        1    0.000    0.000    0.002    0.002 chardistribution.py:28(<module>)
    20435    0.002    0.000    0.002    0.000 __init__.py:111(<genexpr>)
        1    0.000    0.000    0.002    0.002 version.py:257(Version)
     1782    0.001    0.000    0.002    0.000 reader.py:182(get_mark)
2530/1892    0.001    0.000    0.002    0.000 typing.py:746(__hash__)
       66    0.000    0.000    0.002    0.000 missing.py:221(_isna_array)
      423    0.001    0.000    0.002    0.000 scanner.py:363(save_possible_simple_key)
    12632    0.002    0.000    0.002    0.000 reader.py:136(peek)
        1    0.000    0.000    0.002    0.002 dataset.py:10(<module>)
       12    0.000    0.000    0.002    0.000 pyparsing.py:3140(__init__)
      186    0.000    0.000    0.002    0.000 {built-in method builtins.next}
       75    0.000    0.000    0.002    0.000 typing.py:975(__class_getitem__)
      246    0.000    0.000    0.002    0.000 util.py:40(__getattribute__)
        1    0.000    0.000    0.002    0.002 configparser.py:1(<module>)
        2    0.000    0.000    0.002    0.001 loader.py:3(<module>)
        1    0.000    0.000    0.002    0.002 models.py:3(<module>)
1223/1058    0.001    0.000    0.002    0.000 typing.py:923(__hash__)
      297    0.001    0.000    0.002    0.000 generic.py:5489(__setattr__)
       14    0.000    0.000    0.002    0.000 __init__.py:410(flex_arith_method_FRAME)
        3    0.000    0.000    0.002    0.001 parser.py:1(<module>)
        1    0.000    0.000    0.002    0.002 masked.py:1(<module>)
      258    0.000    0.000    0.002    0.000 pathlib.py:956(joinpath)
       22    0.000    0.000    0.002    0.000 generic.py:5827(copy)
      462    0.000    0.000    0.002    0.000 construction.py:369(extract_array)
        1    0.000    0.000    0.002    0.002 cli.py:1(<module>)
      590    0.001    0.000    0.002    0.000 config.py:59(interpolate)
        1    0.000    0.000    0.002    0.002 accessor.py:134(StringMethods)
       15    0.000    0.000    0.002    0.000 dataclasses.py:489(_init_fn)
       11    0.000    0.000    0.002    0.000 common.py:226(_get_filepath_or_buffer)
        1    0.000    0.000    0.002    0.002 header.py:5(<module>)
     1364    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap>:58(__init__)
       11    0.002    0.000    0.002    0.000 {built-in method _collections._count_elements}
      113    0.000    0.000    0.002    0.000 configparser.py:831(items)
  853/704    0.001    0.000    0.002    0.000 config.py:262(_interpret_value)
      110    0.000    0.000    0.002    0.000 managers.py:158(blknos)
        1    0.000    0.000    0.002    0.002 util.py:855(is_package)
        1    0.000    0.000    0.002    0.002 _type_aliases.py:1(<module>)
   221/14    0.001    0.000    0.002    0.000 config.py:247(replace_section_refs)
       33    0.001    0.000    0.002    0.000 index_tricks.py:323(__getitem__)
        1    0.000    0.000    0.002    0.002 metadata.py:518(distribution)
        1    0.000    0.000    0.002    0.002 version.py:10(<module>)
        1    0.000    0.000    0.002    0.002 metadata.py:171(from_name)
       16    0.001    0.000    0.002    0.000 tokenizer.pyx:218(_flush_specials)
       33    0.001    0.000    0.002    0.000 managers.py:224(_rebuild_blknos_and_blklocs)
   124/62    0.000    0.000    0.002    0.000 pyparsing.py:3970(<listcomp>)
        1    0.000    0.000    0.002    0.002 scimath.py:1(<module>)
     4097    0.001    0.000    0.002    0.000 generic.py:43(_check)
      220    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1359(_legacy_get_spec)
        2    0.000    0.000    0.002    0.001 spancat.py:1(<module>)
      543    0.000    0.000    0.002    0.000 constructor.py:133(construct_object)
      105    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1597(path_hook_for_FileFinder)
        1    0.000    0.000    0.002    0.002 array_ops.py:1(<module>)
     4701    0.001    0.000    0.002    0.000 sre_parse.py:286(tell)
       22    0.000    0.000    0.002    0.000 {pandas._libs.ops_dispatch.maybe_dispatch_ufunc_to_dunder_op}
      145    0.000    0.000    0.002    0.000 config.py:242(__call__)
     4006    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap>:878(__exit__)
      694    0.001    0.000    0.002    0.000 scanner.py:157(scanner_processing_version)
        4    0.000    0.000    0.002    0.000 util.py:32(lazy_self)
6215/4327    0.001    0.000    0.002    0.000 {built-in method builtins.hash}
        2    0.000    0.000    0.002    0.001 entity_linker.py:1(<module>)
        1    0.000    0.000    0.002    0.002 twodim_base.py:1(<module>)
     6407    0.002    0.000    0.002    0.000 sre_parse.py:111(__init__)
        2    0.000    0.000    0.002    0.001 format.py:1(<module>)
        1    0.000    0.000    0.002    0.002 tags.py:5(<module>)
     3606    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:129(<genexpr>)
      176    0.001    0.000    0.002    0.000 generic.py:5435(__finalize__)
      969    0.001    0.000    0.002    0.000 scanner.py:1761(scan_line_break)
      112    0.000    0.000    0.002    0.000 typing.py:866(copy_with)
     2287    0.001    0.000    0.002    0.000 configparser.py:1142(_unify_values)
        9    0.000    0.000    0.002    0.000 warnings.py:130(filterwarnings)
     2011    0.002    0.000    0.002    0.000 {built-in method fromkeys}
        1    0.000    0.000    0.002    0.002 shutil.py:1(<module>)
      269    0.002    0.000    0.002    0.000 sre_compile.py:413(<listcomp>)
       25    0.000    0.000    0.002    0.000 pyparsing.py:1518(setParseAction)
       29    0.000    0.000    0.002    0.000 pyparsing.py:1283(_trim_arity)
     4006    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap>:874(__enter__)
       59    0.000    0.000    0.002    0.000 pyparsing.py:3901(<listcomp>)
        1    0.000    0.000    0.002    0.002 hmac.py:1(<module>)
    111/5    0.000    0.000    0.002    0.000 pyparsing.py:3928(streamline)
        2    0.000    0.000    0.002    0.001 polynomial.py:1(<module>)
     52/4    0.000    0.000    0.002    0.000 pyparsing.py:4031(streamline)
      145    0.000    0.000    0.002    0.000 config.py:114(_get_option)
        2    0.000    0.000    0.002    0.001 resolver.py:3(<module>)
      423    0.000    0.000    0.002    0.000 scanner.py:821(check_plain)
       66    0.000    0.000    0.002    0.000 array_ops.py:185(arithmetic_op)
        1    0.000    0.000    0.002    0.002 npyio.py:1(<module>)
      603    0.001    0.000    0.002    0.000 typing.py:216(_deduplicate)
      612    0.001    0.000    0.002    0.000 _inspect.py:65(getargs)
       28    0.000    0.000    0.002    0.000 pyparsing.py:1291(extract_stack)
    847/1    0.001    0.000    0.002    0.002 util.py:267(convert_recursive)
        1    0.000    0.000    0.002    0.002 errors.py:13(setup_default_warnings)
        1    0.000    0.000    0.002    0.002 sessions.py:3(<module>)
       11    0.000    0.000    0.002    0.000 arraylike.py:110(__rmul__)
      601    0.000    0.000    0.002    0.000 typing.py:910(<genexpr>)
      187    0.001    0.000    0.002    0.000 blocks.py:1885(get_block_type)
        1    0.000    0.000    0.002    0.002 ner.pyx:1(__Pyx_PyMODINIT_FUNC PyInit_ner(void))
      764    0.001    0.000    0.002    0.000 inspect.py:494(unwrap)
     53/4    0.000    0.000    0.002    0.000 util.py:288(<listcomp>)
        6    0.000    0.000    0.002    0.000 errors.py:29(filter_warning)
     1114    0.001    0.000    0.002    0.000 sre_compile.py:423(_simple)
        8    0.000    0.000    0.002    0.000 util.py:1382(copy_config)
        2    0.000    0.000    0.002    0.001 pytables.py:1(<module>)
      220    0.001    0.000    0.002    0.000 common.py:224(asarray_tuplesafe)
     9331    0.002    0.000    0.002    0.000 {method 'items' of 'dict' objects}
    14384    0.002    0.000    0.002    0.000 scanner.py:145(reader)
        1    0.000    0.000    0.002    0.002 arrayprint.py:1(<module>)
        1    0.000    0.000    0.002    0.002 functions.py:1(<module>)
       28    0.000    0.000    0.002    0.000 traceback.py:200(extract_stack)
       23    0.000    0.000    0.002    0.000 inspect.py:1129(getfullargspec)
       99    0.000    0.000    0.001    0.000 configparser.py:859(<listcomp>)
        1    0.000    0.000    0.001    0.001 _identifier.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _json.py:1(<module>)
       22    0.000    0.000    0.001    0.000 util.py:1472(get_arg_names)
      105    0.000    0.000    0.001    0.000 <frozen zipimport>:63(__init__)
       11    0.000    0.000    0.001    0.000 generic.py:5661(astype)
        1    0.000    0.000    0.001    0.001 markers.py:5(<module>)
      132    0.000    0.000    0.001    0.000 base.py:511(_dtype_to_subclass)
      543    0.000    0.000    0.001    0.000 constructor.py:157(construct_non_recursive_object)
        2    0.000    0.000    0.001    0.001 comments.py:3(<module>)
        1    0.000    0.000    0.001    0.001 rolling.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _odswriter.py:1(<module>)
     5593    0.001    0.000    0.001    0.000 fromnumeric.py:2118(_sum_dispatcher)
       11    0.000    0.000    0.001    0.000 csvs.py:48(__init__)
       28    0.000    0.000    0.001    0.000 traceback.py:321(extract)
        1    0.000    0.000    0.001    0.001 certs.py:4(<module>)
       17    0.001    0.000    0.001    0.000 phrasematcher.pyx:31(__init__)
      231    0.001    0.000    0.001    0.000 blocks.py:1853(maybe_coerce_values)
      263    0.000    0.000    0.001    0.000 configparser.py:855(<lambda>)
       33    0.000    0.000    0.001    0.000 base.py:5435(_should_compare)
     8095    0.001    0.000    0.001    0.000 scanner.py:327(next_possible_simple_key)
        1    0.000    0.000    0.001    0.001 array.py:1(<module>)
        1    0.000    0.000    0.001    0.001 dtypes.py:1(<module>)
      127    0.001    0.000    0.001    0.000 typing.py:618(__init__)
      270    0.000    0.000    0.001    0.000 re.py:188(match)
        2    0.000    0.000    0.001    0.001 util.py:845(get_model_meta)
      599    0.000    0.000    0.001    0.000 pathlib.py:742(__fspath__)
    54/10    0.000    0.000    0.001    0.000 pyparsing.py:4485(streamline)
        1    0.000    0.000    0.001    0.001 decoder.py:1(<module>)
       15    0.000    0.000    0.001    0.000 config.py:143(get_configparser)
        1    0.000    0.000    0.001    0.001 tagger.pyx:1(__Pyx_PyMODINIT_FUNC PyInit_tagger(void))
     7111    0.001    0.000    0.001    0.000 {method 'find' of 'bytearray' objects}
        1    0.000    0.000    0.001    0.001 textcat_multilabel.py:1(<module>)
        2    0.000    0.000    0.001    0.001 util.py:802(load_meta)
       55    0.000    0.000    0.001    0.000 blocks.py:246(make_block)
      121    0.000    0.000    0.001    0.000 numeric.py:289(full)
     55/6    0.000    0.000    0.001    0.000 pyparsing.py:4243(streamline)
       22    0.000    0.000    0.001    0.000 managers.py:574(copy)
      521    0.000    0.000    0.001    0.000 {built-in method builtins.any}
     1882    0.001    0.000    0.001    0.000 typing.py:1481(get_origin)
      263    0.000    0.000    0.001    0.000 configparser.py:393(before_get)
      271    0.000    0.000    0.001    0.000 scanner.py:802(check_value)
       66    0.000    0.000    0.001    0.000 base.py:2382(inferred_type)
        2    0.000    0.000    0.001    0.001 models.py:1(<module>)
     7988    0.001    0.000    0.001    0.000 {built-in method _imp.acquire_lock}
       13    0.000    0.000    0.001    0.000 enum.py:545(<listcomp>)
        1    0.000    0.000    0.001    0.001 indexing.py:1(<module>)
       14    0.000    0.000    0.001    0.000 tokenizer.pyx:608(_reload_special_cases)
        1    0.000    0.000    0.001    0.001 series.py:195(Series)
      228    0.001    0.000    0.001    0.000 {built-in method posix.getcwd}
        6    0.000    0.000    0.001    0.000 metadata.py:427(zip_children)
      378    0.000    0.000    0.001    0.000 _collections_abc.py:804(__len__)
        1    0.000    0.000    0.001    0.001 configparser.py:560(RawConfigParser)
       33    0.000    0.000    0.001    0.000 frame.py:4484(_sanitize_column)
       33    0.000    0.000    0.001    0.000 frame.py:3855(_box_col_values)
        1    0.000    0.000    0.001    0.001 groupby.py:774(GroupBy)
       11    0.000    0.000    0.001    0.000 indexing.py:918(__getitem__)
        1    0.000    0.000    0.001    0.001 alignment.py:1(<module>)
       14    0.000    0.000    0.001    0.000 core.py:116(doc_note)
        1    0.000    0.000    0.001    0.001 blocks.py:1(<module>)
     7988    0.001    0.000    0.001    0.000 {built-in method _imp.release_lock}
        1    0.000    0.000    0.001    0.001 evaluate.py:1(<module>)
     3331    0.001    0.000    0.001    0.000 {method 'update' of 'dict' objects}
       83    0.000    0.000    0.001    0.000 pyparsing.py:2138(__add__)
      476    0.000    0.000    0.001    0.000 typing.py:838(__subclasscheck__)
       66    0.001    0.000    0.001    0.000 {pandas._libs.lib.infer_dtype}
        1    0.000    0.000    0.001    0.001 struct.py:1(<module>)
     4635    0.001    0.000    0.001    0.000 {built-in method builtins.issubclass}
      220    0.000    0.000    0.001    0.000 <frozen zipimport>:109(find_loader)
        1    0.000    0.000    0.001    0.001 random.py:1(<module>)
        1    0.000    0.000    0.001    0.001 senter.pyx:1(__Pyx_PyMODINIT_FUNC PyInit_senter(void))
        1    0.000    0.000    0.001    0.001 _methods.py:1(<module>)
        1    0.000    0.000    0.001    0.001 adapters.py:3(<module>)
       15    0.000    0.000    0.001    0.000 dataclasses.py:539(_repr_fn)
        1    0.000    0.000    0.001    0.001 extras.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _base.py:1105(ExcelFile)
        1    0.000    0.000    0.001    0.001 message.py:5(<module>)
       11    0.000    0.000    0.001    0.000 csvs.py:142(_initialize_columns)
  902/901    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:523(_check_name_wrapper)
       22    0.000    0.000    0.001    0.000 __init__.py:171(flex_method_SERIES)
     2411    0.001    0.000    0.001    0.000 __init__.py:935(__getitem__)
     1319    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:811(find_spec)
      210    0.000    0.000    0.001    0.000 enum.py:977(__and__)
       11    0.000    0.000    0.001    0.000 base.py:5529(_transform_index)
        1    0.000    0.000    0.001    0.001 _pocketfft.py:1(<module>)
        1    0.000    0.000    0.001    0.001 util.py:1174(expand_exc)
     1550    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:351(__init__)
      198    0.001    0.000    0.001    0.000 {built-in method _abc._abc_init}
      263    0.000    0.000    0.001    0.000 configparser.py:406(_interpolate_some)
       66    0.000    0.000    0.001    0.000 base.py:2058(is_boolean)
       11    0.000    0.000    0.001    0.000 indexing.py:1535(_getitem_axis)
        1    0.000    0.000    0.001    0.001 ipaddress.py:4(<module>)
      696    0.001    0.000    0.001    0.000 scanner.py:405(unwind_indent)
      297    0.000    0.000    0.001    0.000 series.py:627(name)
       43    0.001    0.000    0.001    0.000 enum.py:221(<setcomp>)
        2    0.000    0.000    0.001    0.001 six.py:21(<module>)
       99    0.001    0.000    0.001    0.000 cast.py:1969(construct_1d_object_array_from_listlike)
        1    0.000    0.000    0.001    0.001 pyparsing.py:5843(makeHTMLTags)
       44    0.000    0.000    0.001    0.000 numerictypes.py:599(find_common_type)
      546    0.000    0.000    0.001    0.000 configparser.py:1278(_options)
        1    0.000    0.000    0.001    0.001 pyparsing.py:5806(_makeTags)
        1    0.000    0.000    0.001    0.001 type_check.py:1(<module>)
        1    0.000    0.000    0.001    0.001 language.py:112(Language)
       33    0.000    0.000    0.001    0.000 managers.py:977(iget)
        1    0.000    0.000    0.001    0.001 {spacy.vocab.create_vocab}
        1    0.000    0.000    0.001    0.001 rolling.py:1468(Rolling)
        1    0.000    0.000    0.001    0.001 runtime.py:1(<module>)
        2    0.000    0.000    0.001    0.001 language.py:194(__init_subclass__)
        1    0.000    0.000    0.001    0.001 pickle.py:197(<listcomp>)
        1    0.000    0.000    0.001    0.001 vocab.pyx:25(create_vocab)
        1    0.000    0.000    0.001    0.001 ops.py:19(Ops)
       84    0.000    0.000    0.001    0.000 pyparsing.py:4011(__init__)
       22    0.000    0.000    0.001    0.000 <__array_function__ internals>:2(insert)
        1    0.000    0.000    0.001    0.001 integer.py:1(<module>)
        1    0.000    0.000    0.001    0.001 signal.py:1(<module>)
      145    0.000    0.000    0.001    0.000 config.py:96(_get_single_key)
       11    0.000    0.000    0.001    0.000 cast.py:1790(find_common_type)
       69    0.000    0.000    0.001    0.000 nodes.py:57(__new__)
        1    0.000    0.000    0.001    0.001 tables.py:2(<module>)
        1    0.000    0.000    0.001    0.001 vocab.pyx:52(__init__)
        6    0.000    0.000    0.001    0.000 zipfile.py:2294(__init__)
      133    0.000    0.000    0.001    0.000 pyparsing.py:3870(__init__)
      853    0.000    0.000    0.001    0.000 config.py:459(try_load_json)
      176    0.001    0.000    0.001    0.000 generic.py:233(__init__)
      143    0.000    0.000    0.001    0.000 construction.py:674(_try_cast)
      162    0.000    0.000    0.001    0.000 _ufunc_config.py:32(seterr)
       11    0.000    0.000    0.001    0.000 indexing.py:1570(_get_slice_axis)
       15    0.000    0.000    0.001    0.000 dataclasses.py:575(_cmp_fn)
        1    0.000    0.000    0.001    0.001 parser.py:3(<module>)
        6    0.000    0.000    0.001    0.000 zipfile.py:2188(make)
        2    0.000    0.000    0.001    0.000 pyparsing.py:5679(srange)
       11    0.000    0.000    0.001    0.000 managers.py:417(astype)
        1    0.000    0.000    0.001    0.001 _parser.py:2(<module>)
    148/3    0.000    0.000    0.001    0.000 pyparsing.py:1647(_parseNoCache)
       66    0.000    0.000    0.001    0.000 array_ops.py:138(_na_arithmetic_op)
      603    0.001    0.000    0.001    0.000 pathlib.py:732(__str__)
        6    0.000    0.000    0.001    0.000 zipfile.py:1206(__init__)
        1    0.000    0.000    0.001    0.001 config_init.py:1(<module>)
     22/3    0.000    0.000    0.001    0.000 pyparsing.py:4049(parseImpl)
      364    0.000    0.000    0.001    0.000 configparser.py:1272(__len__)
        1    0.000    0.000    0.001    0.001 filepost.py:1(<module>)
        2    0.000    0.000    0.001    0.000 dumper.py:3(<module>)
       14    0.000    0.000    0.001    0.000 typing.py:356(__getitem__)
     5288    0.001    0.000    0.001    0.000 {method '__exit__' of '_thread.lock' objects}
        1    0.000    0.000    0.001    0.001 _core.py:1(<module>)
       51    0.000    0.000    0.001    0.000 __init__.py:123(get_current_ops)
       11    0.000    0.000    0.001    0.000 numeric.py:211(astype)
      900    0.001    0.000    0.001    0.000 {built-in method _imp._fix_co_filename}
       14    0.000    0.000    0.001    0.000 typing.py:478(Literal)
      105    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1466(__init__)
     1272    0.001    0.000    0.001    0.000 reader.py:144(prefix)
       11    0.000    0.000    0.001    0.000 arraylike.py:318(reconstruct)
        1    0.000    0.000    0.001    0.001 constant.py:1(<module>)
        1    0.000    0.000    0.001    0.001 __init__.py:439(StrFormatStyle)
     7840    0.001    0.000    0.001    0.000 main.py:199(scanner)
       22    0.000    0.000    0.001    0.000 function_base.py:4567(insert)
     2784    0.001    0.000    0.001    0.000 tokenizer.pyx:211(_reset_cache)
        1    0.000    0.000    0.001    0.001 brotli.py:2(<module>)
       28    0.001    0.000    0.001    0.000 inspect.py:626(cleandoc)
        1    0.000    0.000    0.001    0.001 multi.py:1(<module>)
       52    0.000    0.000    0.001    0.000 core.py:889(__init__)
       11    0.000    0.000    0.001    0.000 format.py:489(__init__)
       66    0.000    0.000    0.001    0.000 common.py:532(is_string_dtype)
        1    0.000    0.000    0.001    0.001 environment.py:143(Environment)
       62    0.000    0.000    0.001    0.000 config.py:738(inner)
        1    0.000    0.000    0.001    0.001 embed.py:1(<module>)
      135    0.000    0.000    0.001    0.000 inspect.py:1838(_signature_bound_method)
      598    0.001    0.000    0.001    0.000 sre_parse.py:355(_escape)
       77    0.000    0.000    0.001    0.000 config.py:335(_sort)
      330    0.000    0.000    0.001    0.000 base.py:6382(maybe_extract_name)
     2619    0.001    0.000    0.001    0.000 typing.py:740(__eq__)
  580/238    0.000    0.000    0.001    0.000 typing.py:283(_eval_type)
        1    0.000    0.000    0.001    0.001 numbers.py:4(<module>)
     3022    0.001    0.000    0.001    0.000 {method 'extend' of 'list' objects}
        1    0.000    0.000    0.001    0.001 util.py:161(require_cpu)
      680    0.001    0.000    0.001    0.000 enum.py:462(__setattr__)
        1    0.000    0.000    0.001    0.001 md.py:1(<module>)
        1    0.000    0.000    0.001    0.001 expanding.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _dict_proxies.py:1(<module>)
       55    0.000    0.000    0.001    0.000 base.py:3317(get_loc)
       11    0.000    0.000    0.001    0.000 managers.py:1739(create_block_manager_from_blocks)
        1    0.000    0.000    0.001    0.001 argparse.py:1686(__init__)
        1    0.000    0.000    0.001    0.001 nanfunctions.py:1(<module>)
       11    0.000    0.000    0.001    0.000 base.py:877(astype)
        1    0.000    0.000    0.001    0.001 stata.py:1(<module>)
       22    0.000    0.000    0.001    0.000 language.py:431(factory)
        1    0.000    0.000    0.001    0.001 category.py:1(<module>)
        1    0.000    0.000    0.001    0.001 grouper.py:1(<module>)
        3    0.000    0.000    0.001    0.000 language.py:550(add_component)
       88    0.001    0.000    0.001    0.000 numerictypes.py:575(_can_coerce_all)
       22    0.000    0.000    0.001    0.000 missing.py:259(_isna_string_dtype)
       62    0.000    0.000    0.001    0.000 config.py:424(register_option)
     7433    0.001    0.000    0.001    0.000 {method 'strip' of 'str' objects}
        1    0.001    0.001    0.001    0.001 base.py:90(ExtensionArray)
        1    0.000    0.000    0.001    0.001 scanner.py:1(<module>)
     1148    0.000    0.000    0.001    0.000 _json_api.py:30(json_loads)
     1797    0.000    0.000    0.001    0.000 {method 'add' of 'set' objects}
        1    0.000    0.000    0.001    0.001 entityruler.py:1(<module>)
        3    0.000    0.000    0.001    0.000 __init__.py:70(search_function)
     5253    0.001    0.000    0.001    0.000 {built-in method _thread.get_ident}
       11    0.000    0.000    0.001    0.000 blocks.py:572(astype)
      900    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:35(_new_module)
        1    0.000    0.000    0.001    0.001 socks.py:2(<module>)
       43    0.000    0.000    0.001    0.000 enum.py:164(__prepare__)
        2    0.000    0.000    0.001    0.000 zipfile.py:1316(_RealGetContents)
        1    0.000    0.000    0.001    0.001 types.py:501(_Array3d)
        1    0.000    0.000    0.001    0.001 gzip.py:1(<module>)
        1    0.000    0.000    0.001    0.001 tb_framework.py:1(<module>)
       66    0.000    0.000    0.001    0.000 common.py:1519(_is_dtype)
        5    0.000    0.000    0.001    0.000 six.py:95(__get__)
        1    0.000    0.000    0.001    0.001 expanding.py:40(Expanding)
      546    0.001    0.000    0.001    0.000 configparser.py:670(options)
        1    0.000    0.000    0.001    0.001 getlimits.py:94(_register_known_types)
        1    0.000    0.000    0.001    0.001 util.py:2(<module>)
     2424    0.001    0.000    0.001    0.000 enum.py:670(__new__)
        1    0.000    0.000    0.001    0.001 std.py:1(<module>)
        1    0.000    0.000    0.001    0.001 string.py:1(<module>)
        1    0.000    0.000    0.001    0.001 multi.py:207(MultiIndex)
       33    0.000    0.000    0.001    0.000 base.py:3516(_check_indexing_method)
        1    0.000    0.000    0.001    0.001 generic.py:161(SeriesGroupBy)
        1    0.000    0.000    0.001    0.001 lookups.py:1(<module>)
      112    0.000    0.000    0.001    0.000 traceback.py:285(line)
        1    0.000    0.000    0.001    0.001 json_to_docs.py:1(<module>)
      572    0.000    0.000    0.001    0.000 common.py:1578(_is_dtype_type)
        1    0.000    0.000    0.001    0.001 formatting.py:1(<module>)
     1331    0.001    0.000    0.001    0.000 functools.py:65(wraps)
       11    0.000    0.000    0.001    0.000 generic.py:3820(_slice)
        1    0.000    0.000    0.001    0.001 __init__.py:9(<module>)
      101    0.000    0.000    0.001    0.000 pathlib.py:1156(glob)
        1    0.000    0.000    0.001    0.001 nanops.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _compat.py:1(<module>)
        1    0.000    0.000    0.001    0.001 fields.py:1(<module>)
      807    0.001    0.000    0.001    0.000 config.py:276(_get_section_ref)
        6    0.000    0.000    0.001    0.000 __init__.py:455(flex_comp_method_FRAME)
        1    0.000    0.000    0.001    0.001 decimal.py:2(<module>)
      187    0.000    0.000    0.001    0.000 common.py:190(is_sparse)
       81    0.000    0.000    0.001    0.000 _ufunc_config.py:429(__enter__)
        1    0.000    0.000    0.001    0.001 _parser.py:58(_timelex)
        1    0.000    0.000    0.001    0.001 _custom_kernels.py:1(<module>)
        1    0.000    0.000    0.001    0.001 core.py:3(<module>)
      846    0.000    0.000    0.001    0.000 resolver.py:355(versioned_resolver)
       11    0.000    0.000    0.001    0.000 csvs.py:308(<listcomp>)
        1    0.000    0.000    0.001    0.001 model.py:30(Model)
     5691    0.001    0.000    0.001    0.000 {built-in method sys._getframe}
        1    0.000    0.000    0.001    0.001 take.py:1(<module>)
       33    0.000    0.000    0.001    0.000 base.py:3488(_get_indexer)
     2721    0.001    0.000    0.001    0.000 {built-in method from_bytes}
      667    0.000    0.000    0.001    0.000 parser.py:157(get_event)
        2    0.000    0.000    0.001    0.000 util.py:687(is_compatible_version)
      337    0.000    0.000    0.001    0.000 lookups.py:100(__getitem__)
        1    0.000    0.000    0.001    0.001 core.py:1937(Parameter)
       62    0.000    0.000    0.001    0.000 config.py:159(__init__)
     1647    0.001    0.000    0.001    0.000 {method 'search' of 're.Pattern' objects}
      198    0.000    0.000    0.001    0.000 common.py:1230(is_float_dtype)
        1    0.000    0.000    0.001    0.001 _parseaddr.py:4(<module>)
        1    0.000    0.000    0.001    0.001 interval.py:162(IntervalArray)
       44    0.000    0.000    0.001    0.000 managers.py:990(iget_values)
      297    0.000    0.000    0.001    0.000 common.py:1718(validate_all_hashable)
        1    0.000    0.000    0.001    0.001 parse.py:1(<module>)
        1    0.000    0.000    0.001    0.001 termui.py:1(<module>)
       10    0.000    0.000    0.001    0.000 extras.py:235(__init__)
        2    0.000    0.000    0.001    0.000 error.py:3(<module>)
      242    0.000    0.000    0.001    0.000 base.py:263(is_dtype)
      106    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:159(_path_isdir)
       22    0.000    0.000    0.001    0.000 base.py:6376(default_index)
        1    0.000    0.000    0.001    0.001 tok2vec.py:111(MultiHashEmbed)
        1    0.000    0.000    0.001    0.001 excel.py:1(<module>)
      313    0.000    0.000    0.001    0.000 sre_parse.py:84(opengroup)
       59    0.000    0.000    0.001    0.000 typing.py:709(__instancecheck__)
       10    0.000    0.000    0.001    0.000 extras.py:239(getdoc)
     1327    0.000    0.000    0.001    0.000 tokens.py:56(comment)
      371    0.000    0.000    0.001    0.000 util.py:1195(<listcomp>)
        1    0.000    0.000    0.001    0.001 ntpath.py:2(<module>)
     4495    0.001    0.000    0.001    0.000 typing.py:733(<genexpr>)
        1    0.000    0.000    0.001    0.001 string.py:69(__init_subclass__)
     1727    0.001    0.000    0.001    0.000 {method 'split' of 'str' objects}
        1    0.000    0.000    0.001    0.001 cd.py:1(<module>)
     1373    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:152(__init__)
     3750    0.001    0.000    0.001    0.000 doc.pyx:441(genexpr)
       11    0.000    0.000    0.001    0.000 csvs.py:264(_save_header)
      423    0.000    0.000    0.001    0.000 events.py:125(__init__)
       66    0.000    0.000    0.001    0.000 expressions.py:223(evaluate)
       66    0.000    0.000    0.001    0.000 common.py:561(condition)
       84    0.000    0.000    0.001    0.000 linecache.py:26(getline)
        6    0.000    0.000    0.001    0.000 typing.py:1825(__new__)
        2    0.000    0.000    0.001    0.000 period.py:1(<module>)
        3    0.000    0.000    0.001    0.000 compat.py:1(<module>)
      336    0.001    0.000    0.001    0.000 pyparsing.py:1400(__init__)
        1    0.000    0.000    0.001    0.001 pytorch.py:1(<module>)
        1    0.000    0.000    0.001    0.001 loaders.py:1(<module>)
