         8045514 function calls (7978869 primitive calls) in 9.627 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      172    0.000    0.000    0.001    0.000 config.py:467(try_dump_json)
        1    0.000    0.000    0.001    0.001 core.py:1761(Group)
        1    0.000    0.000    0.001    0.001 exceptions.py:3(<module>)
        1    0.000    0.000    0.001    0.001 base64.py:3(<module>)
        3    0.000    0.000    0.001    0.000 pipe.pyx:145(deserialize_config)
      214    0.000    0.000    0.001    0.000 compute.py:67(_get_arg_names)
        1    0.000    0.000    0.001    0.001 error.py:1(<module>)
      106    0.000    0.000    0.001    0.000 enum.py:582(_find_data_type)
     1258    0.001    0.000    0.001    0.000 {method 'pop' of 'dict' objects}
        1    0.000    0.000    0.001    0.001 xml.py:1(<module>)
        1    0.000    0.000    0.001    0.001 types.py:269(_Array1d)
        1    0.000    0.000    0.001    0.001 types.py:388(_Array2d)
        7    0.000    0.000    0.001    0.000 managers.py:224(_rebuild_blknos_and_blklocs)
        1    0.000    0.000    0.001    0.001 dtypes.py:1012(IntervalDtype)
       14    0.000    0.000    0.001    0.000 hashlib.py:126(__get_openssl_constructor)
      182    0.000    0.000    0.001    0.000 configparser.py:1275(__iter__)
        1    0.000    0.000    0.001    0.001 resources.py:1(<module>)
        2    0.000    0.000    0.001    0.000 _optional.py:64(import_optional_dependency)
        2    0.000    0.000    0.001    0.000 queue.py:1(<module>)
       38    0.000    0.000    0.001    0.000 pyparsing.py:5098(__init__)
       26    0.000    0.000    0.001    0.000 core.py:6750(__init__)
      899    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1006(__init__)
      565    0.000    0.000    0.001    0.000 copy.py:242(_keep_alive)
        1    0.000    0.000    0.001    0.001 poolmanager.py:1(<module>)
      750    0.000    0.000    0.001    0.000 phrasematcher.pyx:338(_convert_to_array)
        3    0.000    0.000    0.001    0.000 gettext.py:741(gettext)
       92    0.000    0.000    0.001    0.000 models.py:247(__init__)
      595    0.000    0.000    0.001    0.000 configparser.py:1362(__iter__)
        3    0.000    0.000    0.001    0.000 gettext.py:664(dgettext)
        1    0.000    0.000    0.001    0.001 push.py:1(<module>)
        2    0.000    0.000    0.001    0.000 pyparsing.py:5588(originalTextFor)
       52    0.000    0.000    0.001    0.000 common.py:30(wrapper)
        1    0.000    0.000    0.001    0.001 map_list.py:1(<module>)
       93    0.000    0.000    0.001    0.000 copy.py:200(_deepcopy_list)
       12    0.000    0.000    0.001    0.000 concat.py:607(<genexpr>)
      187    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1155(__init__)
      556    0.000    0.000    0.001    0.000 enum.py:22(_is_dunder)
        3    0.000    0.000    0.001    0.000 gettext.py:583(translation)
       26    0.000    0.000    0.001    0.000 core.py:6755(getdoc)
        1    0.000    0.000    0.001    0.001 selectors.py:1(<module>)
       60    0.000    0.000    0.001    0.000 {h5py._objects.with_phil}
        2    0.000    0.000    0.001    0.000 info.py:1(<module>)
        1    0.000    0.000    0.001    0.001 parser.py:46(Parser)
       43    0.000    0.000    0.001    0.000 config.py:273(<listcomp>)
        1    0.000    0.000    0.001    0.001 residual.py:1(<module>)
        1    0.000    0.000    0.001    0.001 threading.py:1(<module>)
        1    0.000    0.000    0.001    0.001 concat.py:564(_get_concat_axis)
        2    0.000    0.000    0.001    0.000 __init__.py:5(<module>)
       21    0.000    0.000    0.001    0.000 enum.py:971(__or__)
     2300    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:68(_relax_case)
      503    0.000    0.000    0.001    0.000 typing.py:204(_check_generic)
        8    0.000    0.000    0.001    0.000 concat.py:381(is_na)
      409    0.000    0.000    0.001    0.000 enum.py:12(_is_descriptor)
       52    0.000    0.000    0.001    0.000 common.py:36(_unpack_zerodim_and_defer)
        1    0.000    0.000    0.001    0.001 generic.py:875(DataFrameGroupBy)
        1    0.000    0.000    0.001    0.001 concat.py:622(_concat_indexes)
        1    0.000    0.000    0.001    0.001 __init__.py:5(HTTPStatus)
      298    0.000    0.000    0.001    0.000 dataclasses.py:1047(is_dataclass)
        1    0.000    0.000    0.001    0.001 numeric.py:303(_format_native_types)
        1    0.000    0.000    0.001    0.001 base.py:4652(append)
        1    0.000    0.000    0.001    0.001 contextvars.py:1(<module>)
       53    0.000    0.000    0.001    0.000 generic.py:5489(__setattr__)
      114    0.000    0.000    0.001    0.000 config.py:988(get_constructor)
        1    0.000    0.000    0.001    0.001 hdfs.py:19(<module>)
      165    0.000    0.000    0.001    0.000 __init__.py:73(do_registration)
        1    0.000    0.000    0.001    0.001 typing_extensions.py:1(<module>)
        1    0.000    0.000    0.001    0.001 glob.py:1(<module>)
        3    0.000    0.000    0.001    0.000 gettext.py:542(find)
        1    0.000    0.000    0.001    0.001 attributeruler.py:63(AttributeRuler)
        1    0.000    0.000    0.001    0.001 entityruler.py:68(EntityRuler)
        6    0.000    0.000    0.001    0.000 managers.py:1981(_merge_blocks)
        1    0.000    0.000    0.001    0.001 range.py:747(_concat)
       88    0.000    0.000    0.001    0.000 construction.py:369(extract_array)
        1    0.000    0.000    0.001    0.001 merge.py:1(<module>)
        1    0.000    0.000    0.001    0.001 histograms.py:1(<module>)
        1    0.000    0.000    0.001    0.001 ufunclike.py:1(<module>)
        1    0.000    0.000    0.001    0.001 tokens.py:3(<module>)
        2    0.000    0.000    0.001    0.000 hashlib.py:82(__get_builtin_constructor)
        1    0.000    0.000    0.001    0.001 mxnet.py:1(<module>)
      344    0.000    0.000    0.001    0.000 constructor.py:729(construct_yaml_str)
        1    0.000    0.000    0.001    0.001 underscore.py:1(<module>)
        1    0.000    0.000    0.001    0.001 tensorflow.py:74(TensorFlowShim)
       46    0.000    0.000    0.001    0.000 configparser.py:1206(add_section)
      616    0.000    0.000    0.001    0.000 _inspect.py:13(ismethod)
        1    0.000    0.000    0.001    0.001 argparse.py:4(<module>)
        1    0.000    0.000    0.001    0.001 language.py:2008(deserialize_meta)
      452    0.000    0.000    0.001    0.000 <frozen zipimport>:308(_get_module_path)
      821    0.000    0.000    0.001    0.000 generic.py:43(_check)
        1    0.000    0.000    0.000    0.000 array_getitem.py:1(<module>)
        1    0.000    0.000    0.000    0.000 struct.py:1(<module>)
        1    0.000    0.000    0.000    0.000 glob.py:82(_glob1)
       26    0.000    0.000    0.000    0.000 contextlib.py:121(__exit__)
       41    0.000    0.000    0.000    0.000 params.py:116(Argument)
      547    0.000    0.000    0.000    0.000 enum.py:33(_is_sunder)
        1    0.000    0.000    0.000    0.000 accessors.py:1(<module>)
      494    0.000    0.000    0.000    0.000 copyreg.py:94(__newobj__)
     1566    0.000    0.000    0.000    0.000 configparser.py:1023(<dictcomp>)
        1    0.000    0.000    0.000    0.000 batchers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 kb.pyx:1(__Pyx_PyMODINIT_FUNC PyInit_kb(void))
        1    0.000    0.000    0.000    0.000 pickle.py:197(<listcomp>)
        1    0.000    0.000    0.000    0.000 dropout.py:1(<module>)
       24    0.000    0.000    0.000    0.000 config.py:242(__call__)
        1    0.000    0.000    0.000    0.000 async_utils.py:1(<module>)
     1208    0.000    0.000    0.000    0.000 tokens.py:16(__init__)
       16    0.000    0.000    0.000    0.000 missing.py:61(isna)
        2    0.000    0.000    0.000    0.000 scalarint.py:3(<module>)
       34    0.000    0.000    0.000    0.000 generic.py:5435(__finalize__)
      284    0.000    0.000    0.000    0.000 function_base.py:443(_needs_add_docstring)
        1    0.000    0.000    0.000    0.000 with_array.py:1(<module>)
       17    0.000    0.000    0.000    0.000 version.py:261(__init__)
        6    0.000    0.000    0.000    0.000 missing.py:647(isna_all)
        1    0.000    0.000    0.000    0.000 optimizers.py:103(Optimizer)
     2199    0.000    0.000    0.000    0.000 inspect.py:2569(default)
       46    0.000    0.000    0.000    0.000 common.py:224(asarray_tuplesafe)
        1    0.000    0.000    0.000    0.000 argparse.py:1817(parse_args)
        1    0.000    0.000    0.000    0.000 argparse.py:1824(parse_known_args)
      423    0.000    0.000    0.000    0.000 constructor.py:369(construct_scalar)
        1    0.000    0.000    0.000    0.000 dtypes.py:631(DatetimeTZDtype)
        1    0.000    0.000    0.000    0.000 underscore.py:12(Underscore)
        1    0.000    0.000    0.000    0.000 chain.py:1(<module>)
        3    0.000    0.000    0.000    0.000 argparse.py:1303(__init__)
      704    0.000    0.000    0.000    0.000 configparser.py:877(has_option)
        4    0.000    0.000    0.000    0.000 {pandas._libs.ops_dispatch.maybe_dispatch_ufunc_to_dunder_op}
       16    0.000    0.000    0.000    0.000 missing.py:144(_isna)
        1    0.000    0.000    0.000    0.000 debug_config.py:1(<module>)
      107    0.000    0.000    0.000    0.000 compute.py:139(_get_options_class)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1245(__iter__)
  179/167    0.000    0.000    0.000    0.000 pyparsing.py:4091(<genexpr>)
      121    0.000    0.000    0.000    0.000 parser.py:128(resolver)
        1    0.000    0.000    0.000    0.000 encoders.py:5(<module>)
      667    0.000    0.000    0.000    0.000 events.py:17(__init__)
        3    0.000    0.000    0.000    0.000 timedeltas.py:1(<module>)
        3    0.000    0.000    0.000    0.000 missing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1232(_recalculate)
        1    0.000    0.000    0.000    0.000 configparser.py:905(write)
        1    0.000    0.000    0.000    0.000 schemas.py:216(TokenPattern)
        1    0.000    0.000    0.000    0.000 socks.py:1(<module>)
       87    0.000    0.000    0.000    0.000 __init__.py:176(_get)
     1786    0.000    0.000    0.000    0.000 reader.py:105(stream)
      254    0.000    0.000    0.000    0.000 configparser.py:644(sections)
        1    0.000    0.000    0.000    0.000 datetimelike.py:1679(TimelikeOps)
       21    0.000    0.000    0.000    0.000 managers.py:158(blknos)
        1    0.000    0.000    0.000    0.000 dependencymatcher.pyx:1(__Pyx_PyMODINIT_FUNC PyInit_dependencymatcher(void))
        1    0.000    0.000    0.000    0.000 argparse.py:1863(_parse_known_args)
       34    0.000    0.000    0.000    0.000 blocks.py:1885(get_block_type)
       13    0.000    0.000    0.000    0.000 __init__.py:2034(getLogger)
        8    0.000    0.000    0.000    0.000 frame.py:4484(_sanitize_column)
        3    0.000    0.000    0.000    0.000 pyparsing.py:2215(__mul__)
      133    0.000    0.000    0.000    0.000 models.py:159(__init__)
        1    0.000    0.000    0.000    0.000 config.py:680(registry)
        2    0.000    0.000    0.000    0.000 {built-in method _collections._count_elements}
        1    0.000    0.000    0.000    0.000 package.py:1(<module>)
        6    0.000    0.000    0.000    0.000 inspect.py:3082(__str__)
      230    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
       24    0.000    0.000    0.000    0.000 numeric.py:289(full)
       12    0.000    0.000    0.000    0.000 missing.py:674(<genexpr>)
       24    0.000    0.000    0.000    0.000 config.py:114(_get_option)
     4312    0.000    0.000    0.000    0.000 doc.pyx:489(__len__)
        1    0.000    0.000    0.000    0.000 types.py:466(Ints2d)
      213    0.000    0.000    0.000    0.000 sre_parse.py:921(fix_flags)
      377    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
       43    0.000    0.000    0.000    0.000 ipaddress.py:1880(__init__)
        1    0.000    0.000    0.000    0.000 errors.py:5(<module>)
       12    0.000    0.000    0.000    0.000 array_ops.py:185(arithmetic_op)
       21    0.000    0.000    0.000    0.000 config.py:645(copy_model_field)
      292    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:175(_path_isabs)
        1    0.000    0.000    0.000    0.000 _msgpack_numpy.py:3(<module>)
      426    0.000    0.000    0.000    0.000 sre_compile.py:595(isstring)
        5    0.000    0.000    0.000    0.000 argparse.py:2534(_get_formatter)
        1    0.000    0.000    0.000    0.000 scope.py:1(<module>)
     1003    0.000    0.000    0.000    0.000 fromnumeric.py:2118(_sum_dispatcher)
        3    0.000    0.000    0.000    0.000 tokenizer.pyx:93(__set__)
        1    0.000    0.000    0.000    0.000 with_array2d.py:1(<module>)
        1    0.000    0.000    0.000    0.000 iob_utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 types.py:501(_Array3d)
      168    0.000    0.000    0.000    0.000 lookups.py:100(__getitem__)
        1    0.000    0.000    0.000    0.000 schemas.py:176(TokenPatternNumber)
        1    0.000    0.000    0.000    0.000 melt.py:1(<module>)
        7    0.000    0.000    0.000    0.000 missing.py:259(_isna_string_dtype)
        2    0.000    0.000    0.000    0.000 generic.py:5661(astype)
       28    0.000    0.000    0.000    0.000 base.py:511(_dtype_to_subclass)
       14    0.000    0.000    0.000    0.000 base.py:2382(inferred_type)
       46    0.000    0.000    0.000    0.000 configparser.py:649(add_section)
        1    0.000    0.000    0.000    0.000 types.py:704(Ints4d)
        5    0.000    0.000    0.000    0.000 argparse.py:161(__init__)
        1    0.000    0.000    0.000    0.000 staticvectors.py:1(<module>)
       46    0.000    0.000    0.000    0.000 configparser.py:925(_write_section)
        1    0.000    0.000    0.000    0.000 types.py:115(_Array)
  134/118    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
        1    0.000    0.000    0.000    0.000 cp949prober.py:28(<module>)
        2    0.000    0.000    0.000    0.000 arraylike.py:110(__rmul__)
       48    0.000    0.000    0.000    0.000 typing.py:948(__hash__)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:1(<module>)
      120    0.000    0.000    0.000    0.000 nodes.py:117(__init__)
        1    0.000    0.000    0.000    0.000 tokens.py:4(<module>)
        1    0.000    0.000    0.000    0.000 base.py:258(IndexOpsMixin)
        1    0.000    0.000    0.000    0.000 pytorch_grad_scaler.py:1(<module>)
        6    0.000    0.000    0.000    0.000 base.py:5435(_should_compare)
        1    0.000    0.000    0.000    0.000 _musllinux.py:1(<module>)
        1    0.000    0.000    0.000    0.000 vds.py:10(<module>)
        1    0.000    0.000    0.000    0.000 runtime.py:155(Context)
      616    0.000    0.000    0.000    0.000 _inspect.py:26(isfunction)
        1    0.000    0.000    0.000    0.000 common.py:427(get_compression_method)
        1    0.000    0.000    0.000    0.000 retry.py:1(<module>)
       35    0.000    0.000    0.000    0.000 pyparsing.py:3225(__str__)
     3212    0.000    0.000    0.000    0.000 util.py:91(is_cupy_array)
       74    0.000    0.000    0.000    0.000 common.py:1744(pandas_dtype)
       36    0.000    0.000    0.000    0.000 _ufunc_config.py:32(seterr)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 types.py:623(_Array4d)
        1    0.000    0.000    0.000    0.000 utf8prober.py:28(<module>)
        1    0.000    0.000    0.000    0.000 sysconfig.py:1(<module>)
        1    0.000    0.000    0.000    0.000 strings2arrays.py:1(<module>)
        3    0.000    0.000    0.000    0.000 argparse.py:1931(consume_optional)
      543    0.000    0.000    0.000    0.000 nodes.py:15(__init__)
        1    0.000    0.000    0.000    0.000 runtime.py:438(LoopContext)
     12/2    0.000    0.000    0.000    0.000 pyparsing.py:2270(makeOptionalList)
       28    0.000    0.000    0.000    0.000 construction.py:674(_try_cast)
        1    0.000    0.000    0.000    0.000 extension.py:1(<module>)
       20    0.000    0.000    0.000    0.000 generic.py:39(create_pandas_abc_type)
        1    0.000    0.000    0.000    0.000 schemas.py:277(ModelMetaSchema)
        4    0.000    0.000    0.000    0.000 version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 configparser.py:376(BasicInterpolation)
        1    0.000    0.000    0.000    0.000 types.py:653(Floats4d)
        1    0.000    0.000    0.000    0.000 shlex.py:1(<module>)
        2    0.000    0.000    0.000    0.000 generic.py:10513(_add_numeric_operations)
        1    0.000    0.000    0.000    0.000 add.py:1(<module>)
      272    0.000    0.000    0.000    0.000 scanner.py:387(remove_possible_simple_key)
        1    0.000    0.000    0.000    0.000 schemas.py:374(ConfigSchemaInit)
        3    0.000    0.000    0.000    0.000 response.py:1(<module>)
        1    0.000    0.000    0.000    0.000 config.py:531(ConfigValidationError)
      539    0.000    0.000    0.000    0.000 inspect.py:2847(<genexpr>)
      120    0.000    0.000    0.000    0.000 events.py:51(__init__)
       30    0.000    0.000    0.000    0.000 ipaddress.py:1274(__init__)
       40    0.000    0.000    0.000    0.000 _inspect.py:140(formatargspec)
       14    0.000    0.000    0.000    0.000 {pandas._libs.lib.infer_dtype}
      172    0.000    0.000    0.000    0.000 configparser.py:891(set)
        1    0.000    0.000    0.000    0.000 cp949prober.py:34(CP949Prober)
       50    0.000    0.000    0.000    0.000 accessor.py:105(_forbid_nonstring_types)
      311    0.000    0.000    0.000    0.000 socket.py:78(<lambda>)
       34    0.000    0.000    0.000    0.000 generic.py:233(__init__)
       13    0.000    0.000    0.000    0.000 __init__.py:1284(getLogger)
        1    0.000    0.000    0.000    0.000 _param_server.py:1(<module>)
       13    0.000    0.000    0.000    0.000 expr.py:188(_filter_nodes)
        1    0.000    0.000    0.000    0.000 range.py:1(<module>)
      114    0.000    0.000    0.000    0.000 functools.py:816(dispatch)
        1    0.000    0.000    0.000    0.000 feather_format.py:1(<module>)
        4    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(insert)
        2    0.000    0.000    0.000    0.000 posixpath.py:387(realpath)
        1    0.000    0.000    0.000    0.000 __init__.py:31(Registry)
        1    0.000    0.000    0.000    0.000 schemas.py:456(ProjectConfigSchema)
       28    0.000    0.000    0.000    0.000 pyparsing.py:4841(__init__)
        1    0.000    0.000    0.000    0.000 parquet.py:1(<module>)
        4    0.000    0.000    0.000    0.000 missing.py:670(<lambda>)
        1    0.000    0.000    0.000    0.000 mimetypes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _retokenize.pyx:1(__Pyx_PyMODINIT_FUNC PyInit__retokenize(void))
        6    0.000    0.000    0.000    0.000 enum.py:928(_missing_)
        1    0.000    0.000    0.000    0.000 langrussianmodel.py:4(<module>)
        7    0.000    0.000    0.000    0.000 {built-in method pandas._libs.missing.isnaobj}
       42    0.000    0.000    0.000    0.000 blocks.py:1853(maybe_coerce_values)
      612    0.000    0.000    0.000    0.000 _inspect.py:41(iscode)
     1076    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
        1    0.000    0.000    0.000    0.000 types.py:537(Floats3d)
       13    0.000    0.000    0.000    0.000 common.py:532(is_string_dtype)
        1    0.000    0.000    0.000    0.000 universaldetector.py:51(UniversalDetector)
       46    0.000    0.000    0.000    0.000 errors.py:5(__getattribute__)
        1    0.000    0.000    0.000    0.000 _dict_proxies.py:19(SpanGroups)
        1    0.000    0.000    0.000    0.000 sql.py:1(<module>)
       32    0.000    0.000    0.000    0.000 sre_compile.py:416(_bytes_to_codes)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1976(MozillaCookieJar)
        1    0.000    0.000    0.000    0.000 apply.py:1(<module>)
      124    0.000    0.000    0.000    0.000 expr.py:192(<genexpr>)
       10    0.000    0.000    0.000    0.000 accessor.py:140(add_delegate_accessors)
       13    0.000    0.000    0.000    0.000 extension.py:132(wrapper)
      170    0.000    0.000    0.000    0.000 {built-in method srsly.ujson.ujson.dumps}
      140    0.000    0.000    0.000    0.000 __init__.py:52(__call__)
        6    0.000    0.000    0.000    0.000 enum.py:938(_create_pseudo_member_)
       26    0.000    0.000    0.000    0.000 core.py:916(__init__)
        1    0.000    0.000    0.000    0.000 language.py:60(BaseDefaults)
        1    0.000    0.000    0.000    0.000 langgreekmodel.py:4(<module>)
        1    0.000    0.000    0.000    0.000 tokenizer.pyx:1(__Pyx_PyMODINIT_FUNC PyInit_tokenizer(void))
      313    0.000    0.000    0.000    0.000 socket.py:88(<lambda>)
        1    0.000    0.000    0.000    0.000 langturkishmodel.py:4(<module>)
       10    0.000    0.000    0.000    0.000 numerictypes.py:599(find_common_type)
        4    0.000    0.000    0.000    0.000 function_base.py:4567(insert)
        1    0.000    0.000    0.000    0.000 datetimelike.py:77(DatetimeIndexOpsMixin)
       11    0.000    0.000    0.000    0.000 nanops.py:75(__init__)
     1228    0.000    0.000    0.000    0.000 inspect.py:2882(parameters)
       13    0.000    0.000    0.000    0.000 common.py:1519(_is_dtype)
       44    0.000    0.000    0.000    0.000 util.py:1395(dot_to_dict)
        1    0.000    0.000    0.000    0.000 core.py:17(where)
       20    0.000    0.000    0.000    0.000 cast.py:1969(construct_1d_object_array_from_listlike)
       51    0.000    0.000    0.000    0.000 typing.py:997(__init_subclass__)
        1    0.000    0.000    0.000    0.000 configparser.py:522(LegacyInterpolation)
        1    0.000    0.000    0.000    0.000 tuplify.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ty.py:11(TrainableComponent)
        1    0.000    0.000    0.000    0.000 schemas.py:157(TokenPatternString)
        1    0.000    0.000    0.000    0.000 fnmatch.py:54(filter)
        1    0.000    0.000    0.000    0.000 with_padded.py:1(<module>)
        2    0.000    0.000    0.000    0.000 zipfile.py:2214(namelist)
      312    0.000    0.000    0.000    0.000 socket.py:83(<lambda>)
  112/108    0.000    0.000    0.000    0.000 pyparsing.py:554(__init__)
       12    0.000    0.000    0.000    0.000 base.py:2058(is_boolean)
       13    0.000    0.000    0.000    0.000 util.py:20(force_path)
      278    0.000    0.000    0.000    0.000 contextlib.py:363(__exit__)
     1542    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        3    0.000    0.000    0.000    0.000 tokenizer.pyx:85(__set__)
       52    0.000    0.000    0.000    0.000 pyparsing.py:3370(__str__)
       10    0.000    0.000    0.000    0.000 accessor.py:57(_add_delegate_accessors)
        3    0.000    0.000    0.000    0.000 tokenizer.pyx:101(__set__)
      3/2    0.000    0.000    0.000    0.000 posixpath.py:396(_joinrealpath)
        1    0.000    0.000    0.000    0.000 interval.py:145(IntervalIndex)
        3    0.000    0.000    0.000    0.000 argparse.py:2138(_match_argument)
        1    0.000    0.000    0.000    0.000 relativedelta.py:2(<module>)
        1    0.000    0.000    0.000    0.000 einsumfunc.py:1(<module>)
     2574    0.000    0.000    0.000    0.000 util.py:1166(<genexpr>)
        1    0.000    0.000    0.000    0.000 ewm.py:119(ExponentialMovingWindow)
        1    0.000    0.000    0.000    0.000 _beam_utils.pyx:1(__Pyx_PyMODINIT_FUNC PyInit__beam_utils(void))
        1    0.000    0.000    0.000    0.000 message.py:105(Message)
        1    0.000    0.000    0.000    0.000 schemas.py:333(ConfigSchemaNlp)
      314    0.000    0.000    0.000    0.000 socket.py:93(<lambda>)
        3    0.000    0.000    0.000    0.000 tokenizer.pyx:109(__set__)
        1    0.000    0.000    0.000    0.000 events.py:1(<module>)
        5    0.000    0.000    0.000    0.000 __init__.py:299(loads)
       12    0.000    0.000    0.000    0.000 base.py:3317(get_loc)
       43    0.000    0.000    0.000    0.000 config.py:256(<listcomp>)
     1095    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:406(has_location)
        1    0.000    0.000    0.000    0.000 events.py:3(<module>)
        1    0.000    0.000    0.000    0.000 arraylike.py:1(<module>)
        1    0.000    0.000    0.000    0.000 textcat.py:126(TextCategorizer)
        1    0.000    0.000    0.000    0.000 serialization.py:18(<module>)
       30    0.000    0.000    0.000    0.000 model.py:279(set_ref)
        1    0.000    0.000    0.000    0.000 process.py:10(<module>)
        1    0.000    0.000    0.000    0.000 types.py:921(ArgsKwargs)
        1    0.000    0.000    0.000    0.000 check.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cauchysimilarity.py:1(<module>)
        1    0.000    0.000    0.000    0.000 printing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fnmatch.py:44(_compile_pattern)
      271    0.000    0.000    0.000    0.000 scanner.py:56(__init__)
        1    0.000    0.000    0.000    0.000 types.py:428(Floats2d)
        1    0.000    0.000    0.000    0.000 attrs.py:10(<module>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6763(pyparsing_unicode)
       18    0.000    0.000    0.000    0.000 _ufunc_config.py:429(__enter__)
        1    0.000    0.000    0.000    0.000 hook.py:1(<module>)
      4/3    0.000    0.000    0.000    0.000 typing.py:749(__getitem__)
       13    0.000    0.000    0.000    0.000 common.py:561(condition)
     1179    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 _encoded_words.py:1(<module>)
        1    0.000    0.000    0.000    0.000 concat.py:554(_get_comb_axis)
        1    0.000    0.000    0.000    0.000 runtime.py:635(AsyncLoopContext)
        2    0.000    0.000    0.000    0.000 managers.py:417(astype)
      889    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
       29    0.000    0.000    0.000    0.000 nanops.py:77(<genexpr>)
        1    0.000    0.000    0.000    0.000 scanner.py:31(<module>)
        2    0.000    0.000    0.000    0.000 zipfile.py:2171(namelist)
       21    0.000    0.000    0.000    0.000 __init__.py:183(dumps)
        1    0.000    0.000    0.000    0.000 with_ragged.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ssl.py:182(_TLSAlertType)
        1    0.000    0.000    0.000    0.000 types.py:22(ParamType)
        4    0.000    0.000    0.000    0.000 getlimits.py:382(__new__)
        1    0.000    0.000    0.000    0.000 dataset.py:312(Dataset)
       22    0.000    0.000    0.000    0.000 inspect.py:2599(__str__)
       20    0.000    0.000    0.000    0.000 ipaddress.py:1175(_ip_int_from_string)
        6    0.000    0.000    0.000    0.000 frame.py:3855(_box_col_values)
      120    0.000    0.000    0.000    0.000 expr.py:181(<genexpr>)
      269    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
        5    0.000    0.000    0.000    0.000 tok2vec.py:97(find_listeners)
        6    0.000    0.000    0.000    0.000 managers.py:977(iget)
        2    0.000    0.000    0.000    0.000 cast.py:1790(find_common_type)
        1    0.000    0.000    0.000    0.000 _mixins.py:69(NDArrayBackedExtensionArray)
       10    0.000    0.000    0.000    0.000 common.py:564(is_excluded_dtype)
      417    0.000    0.000    0.000    0.000 sre_compile.py:65(_combine_flags)
        1    0.000    0.000    0.000    0.000 trainable_pipe.pyx:1(__Pyx_PyMODINIT_FUNC PyInit_trainable_pipe(void))
       54    0.000    0.000    0.000    0.000 series.py:627(name)
        1    0.000    0.000    0.000    0.000 language.py:203(meta)
        1    0.000    0.000    0.000    0.000 run.py:1(<module>)
      213    0.000    0.000    0.000    0.000 sre_parse.py:76(__init__)
        1    0.000    0.000    0.000    0.000 base_parser.py:117(ParserBase)
        1    0.000    0.000    0.000    0.000 dates.py:1(<module>)
       41    0.000    0.000    0.000    0.000 models.py:354(__init__)
        1    0.000    0.000    0.000    0.000 with_getitem.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:354(_get_scalar_type_map)
       12    0.000    0.000    0.000    0.000 array_ops.py:138(_na_arithmetic_op)
        1    0.000    0.000    0.000    0.000 api.py:69(get_objs_combined_axis)
      580    0.000    0.000    0.000    0.000 pathlib.py:1079(_init)
        3    0.000    0.000    0.000    0.000 pyparsing.py:3973(_setResultsName)
       15    0.000    0.000    0.000    0.000 dataclasses.py:358(_recursive_repr)
     2465    0.000    0.000    0.000    0.000 copy.py:182(_deepcopy_atomic)
       69    0.000    0.000    0.000    0.000 status_codes.py:120(<genexpr>)
       57    0.000    0.000    0.000    0.000 config.py:999(parse_args)
        2    0.000    0.000    0.000    0.000 zipfile.py:2165(_implied_dirs)
       18    0.000    0.000    0.000    0.000 core.py:992(__init__)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:365(<dictcomp>)
        1    0.000    0.000    0.000    0.000 loss.py:37(CategoricalCrossentropy)
        1    0.000    0.000    0.000    0.000 isoparser.py:2(<module>)
        1    0.000    0.000    0.000    0.000 resizable.py:1(<module>)
       11    0.000    0.000    0.000    0.000 with_array.py:12(with_array)
        1    0.000    0.000    0.000    0.000 range.py:57(RangeIndex)
        1    0.000    0.000    0.000    0.000 with_flatten.py:1(<module>)
        1    0.000    0.000    0.000    0.000 loaders.py:409(FunctionLoader)
