         8045514 function calls (7978869 primitive calls) in 9.627 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.000    0.000 list2array.py:12(list2array)
        1    0.000    0.000    0.000    0.000 common.py:462(infer_compression)
       15    0.000    0.000    0.000    0.000 dataclasses.py:543(<listcomp>)
        1    0.000    0.000    0.000    0.000 response.py:157(HTTPResponse)
        1    0.000    0.000    0.000    0.000 putmask.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:332(Version)
       22    0.000    0.000    0.000    0.000 encoder.py:104(__init__)
        4    0.000    0.000    0.000    0.000 common.py:196(all_none)
       28    0.000    0.000    0.000    0.000 construction.py:643(_sanitize_str_dtypes)
        5    0.000    0.000    0.000    0.000 _weakrefset.py:37(__init__)
        5    0.000    0.000    0.000    0.000 argparse.py:1526(_get_optional_kwargs)
       14    0.000    0.000    0.000    0.000 configparser.py:992(__iter__)
        1    0.000    0.000    0.000    0.000 indexers.py:208(ExpandingIndexer)
        1    0.000    0.000    0.000    0.000 specifiers.py:97(_IndividualSpecifier)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:503(_calc_mode)
        3    0.000    0.000    0.000    0.000 _collections_abc.py:362(__subclasshook__)
       12    0.000    0.000    0.000    0.000 __init__.py:151(align_method_SERIES)
        6    0.000    0.000    0.000    0.000 missing.py:883(clean_reindex_fill_method)
        1    0.000    0.000    0.000    0.000 ufunclike.py:16(_deprecate_out_named_y)
        1    0.000    0.000    0.000    0.000 textcat_multilabel.py:128(MultiLabel_TextCategorizer)
        1    0.000    0.000    0.000    0.000 pathlib.py:856(stem)
        1    0.000    0.000    0.000    0.000 extract_ngrams.py:1(<module>)
        5    0.000    0.000    0.000    0.000 argparse.py:587(_format_args)
        1    0.000    0.000    0.000    0.000 indexers.py:226(FixedForwardWindowIndexer)
        2    0.000    0.000    0.000    0.000 main.py:190(reader)
        1    0.000    0.000    0.000    0.000 uu.py:27(<module>)
       94    0.000    0.000    0.000    0.000 ipaddress.py:576(__int__)
        1    0.000    0.000    0.000    0.000 indexers.py:361(ExponentialMovingWindowIndexer)
        1    0.000    0.000    0.000    0.000 representer.py:241(SafeRepresenter)
        2    0.000    0.000    0.000    0.000 roperator.py:16(rmul)
        2    0.000    0.000    0.000    0.000 selectors.py:584(_can_use)
      127    0.000    0.000    0.000    0.000 {built-in method gc.disable}
      9/1    0.000    0.000    0.000    0.000 ast.py:79(_convert)
       53    0.000    0.000    0.000    0.000 six.py:182(_add_module)
        1    0.000    0.000    0.000    0.000 flags.py:1(<module>)
        2    0.000    0.000    0.000    0.000 construction.py:378(_check_values_indices_shape_match)
        1    0.000    0.000    0.000    0.000 charsetprober.py:29(<module>)
        1    0.000    0.000    0.000    0.000 util.py:1263(from_dict)
        2    0.000    0.000    0.000    0.000 datetime.py:665(__neg__)
       16    0.000    0.000    0.000    0.000 {method 'fill' of 'numpy.ndarray' objects}
       41    0.000    0.000    0.000    0.000 representer.py:129(add_representer)
       17    0.000    0.000    0.000    0.000 dtypes.py:738(construct_from_string)
        1    0.000    0.000    0.000    0.000 _parser.py:568(parser)
        1    0.000    0.000    0.000    0.000 ipaddress.py:673(_BaseNetwork)
       20    0.000    0.000    0.000    0.000 constructor.py:460(construct_yaml_null)
        2    0.000    0.000    0.000    0.000 metadata.py:203(<genexpr>)
       13    0.000    0.000    0.000    0.000 _dtype_ctypes.py:71(_from_ctypes_scalar)
        1    0.000    0.000    0.000    0.000 util.py:186(SimpleFrozenDict)
        1    0.000    0.000    0.000    0.000 contextlib.py:419(enter_context)
       18    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:18(type_aliases_gen)
        1    0.000    0.000    0.000    0.000 errors.py:197(Errors)
      127    0.000    0.000    0.000    0.000 {built-in method gc.enable}
        1    0.000    0.000    0.000    0.000 tok2vec.py:49(__init__)
        4    0.000    0.000    0.000    0.000 managers.py:214(set_axis)
       10    0.000    0.000    0.000    0.000 pyparsing.py:3549(__str__)
        1    0.000    0.000    0.000    0.000 tarfile.py:714(TarInfo)
        8    0.000    0.000    0.000    0.000 frame.py:1352(__len__)
        1    0.000    0.000    0.000    0.000 schemas.py:415(ProjectConfigAssetGitItem)
       36    0.000    0.000    0.000    0.000 typing.py:942(__eq__)
       17    0.000    0.000    0.000    0.000 base.py:414(register)
        3    0.000    0.000    0.000    0.000 _compat.py:587(_make_cached_stream_func)
        5    0.000    0.000    0.000    0.000 argparse.py:1446(_add_action)
       28    0.000    0.000    0.000    0.000 <string>:2(__eq__)
        2    0.000    0.000    0.000    0.000 _version.py:1(<module>)
        8    0.000    0.000    0.000    0.000 frame.py:3832(_ensure_valid_index)
       31    0.000    0.000    0.000    0.000 {method 'issuperset' of 'frozenset' objects}
       16    0.000    0.000    0.000    0.000 pyparsing.py:3233(charsAsStr)
        5    0.000    0.000    0.000    0.000 pyparsing.py:857(<listcomp>)
        1    0.000    0.000    0.000    0.000 datetime.py:1594(datetime)
       30    0.000    0.000    0.000    0.000 _type_aliases.py:203(_add_array_type)
       75    0.000    0.000    0.000    0.000 pyparsing.py:2441(leaveWhitespace)
       67    0.000    0.000    0.000    0.000 common.py:144(classes)
      134    0.000    0.000    0.000    0.000 six.py:93(__init__)
        6    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        1    0.000    0.000    0.000    0.000 __init__.py:26(make_lemmatizer)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
        2    0.000    0.000    0.000    0.000 fromnumeric.py:51(_wrapfunc)
        2    0.000    0.000    0.000    0.000 {built-in method posix.uname}
        1    0.000    0.000    0.000    0.000 managers.py:89(BaseBlockManager)
        7    0.000    0.000    0.000    0.000 managers.py:929(from_blocks)
       68    0.000    0.000    0.000    0.000 version.py:271(<genexpr>)
        1    0.000    0.000    0.000    0.000 css.py:30(CSSResolver)
        1    0.000    0.000    0.000    0.000 attributeruler.py:70(__init__)
        3    0.000    0.000    0.000    0.000 __init__.py:424(validate)
       44    0.000    0.000    0.000    0.000 pipe_analysis.py:25(<dictcomp>)
        4    0.000    0.000    0.000    0.000 six.py:233(create_module)
        1    0.000    0.000    0.000    0.000 main.py:53(YAML)
        1    0.000    0.000    0.000    0.000 constructor.py:62(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4126(parseImpl)
        5    0.000    0.000    0.000    0.000 typing.py:684(__mro_entries__)
        1    0.000    0.000    0.000    0.000 csvs.py:219(encoded_labels)
       15    0.000    0.000    0.000    0.000 dataclasses.py:300(__init__)
        1    0.000    0.000    0.000    0.000 contextlib.py:75(__call__)
        1    0.000    0.000    0.000    0.000 __init__.py:164(set_testing_mode)
        1    0.000    0.000    0.000    0.000 emitter.py:90(Emitter)
        1    0.000    0.000    0.000    0.000 scanner.py:71(Scanner)
        1    0.000    0.000    0.000    0.000 vocab.pyx:285(__get__)
        1    0.000    0.000    0.000    0.000 schemas.py:350(ConfigSchemaPretrainEmpty)
        1    0.000    0.000    0.000    0.000 {method 'get_slice' of 'pandas._libs.internals.BlockManager' objects}
        2    0.000    0.000    0.000    0.000 os.py:682(__setitem__)
       21    0.000    0.000    0.000    0.000 __init__.py:193(_checkLevel)
        1    0.000    0.000    0.000    0.000 ner.pyx:195(__init__)
       32    0.000    0.000    0.000    0.000 _type_aliases.py:46(<genexpr>)
       28    0.000    0.000    0.000    0.000 <string>:2(__init__)
       12    0.000    0.000    0.000    0.000 numerictypes.py:284(issubclass_)
        2    0.000    0.000    0.000    0.000 _precomputable_affine.py:6(PrecomputableAffine)
        2    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 lazy.py:172(<listcomp>)
        4    0.000    0.000    0.000    0.000 main.py:42(__init__)
       15    0.000    0.000    0.000    0.000 dataclasses.py:924(<listcomp>)
        5    0.000    0.000    0.000    0.000 config.py:781(is_instance_factory)
        1    0.000    0.000    0.000    0.000 _precomputable_affine.py:1(<module>)
        2    0.000    0.000    0.000    0.000 common.py:474(get_rename_function)
        1    0.000    0.000    0.000    0.000 config.py:660(EmptySchema)
        1    0.000    0.000    0.000    0.000 subprocess.py:650(_use_posix_spawn)
        1    0.000    0.000    0.000    0.000 representer.py:231(SafeRepresenter)
        1    0.000    0.000    0.000    0.000 metadata.py:360(DistributionFinder)
        2    0.000    0.000    0.000    0.000 methods.py:14(_get_method_wrappers)
        1    0.000    0.000    0.000    0.000 _parser.py:1373(_result)
        4    0.000    0.000    0.000    0.000 char_classes.py:3(<lambda>)
       24    0.000    0.000    0.000    0.000 config.py:606(_translate_key)
        1    0.000    0.000    0.000    0.000 context.py:30(BaseContext)
        1    0.000    0.000    0.000    0.000 __init__.py:1417(setLevel)
        5    0.000    0.000    0.000    0.000 datetime.py:415(_check_date_fields)
       52    0.000    0.000    0.000    0.000 types.py:433(__get_validators__)
        1    0.000    0.000    0.000    0.000 tagger.pyx:51(make_tagger)
        3    0.000    0.000    0.000    0.000 {built-in method _csv.register_dialect}
        1    0.000    0.000    0.000    0.000 _appengine_environ.py:12(is_appengine_sandbox)
        1    0.000    0.000    0.000    0.000 threading.py:521(__init__)
        1    0.000    0.000    0.000    0.000 lazy.py:118(<listcomp>)
        2    0.000    0.000    0.000    0.000 zipfile.py:213(_EndRecData64)
        1    0.000    0.000    0.000    0.000 dtypes.py:1267(PandasDtype)
        1    0.000    0.000    0.000    0.000 pathlib.py:643(PurePath)
       56    0.000    0.000    0.000    0.000 _decorators.py:436(__init__)
        1    0.000    0.000    0.000    0.000 scanner.py:66(Scanner)
        1    0.000    0.000    0.000    0.000 __init__.py:194(<dictcomp>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3987(And)
        4    0.000    0.000    0.000    0.000 cast.py:1814(<genexpr>)
        1    0.000    0.000    0.000    0.000 inference.py:1(<module>)
       21    0.000    0.000    0.000    0.000 model.py:195(maybe_get_dim)
        2    0.000    0.000    0.000    0.000 metadata.py:477(find_distributions)
       93    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
        1    0.000    0.000    0.000    0.000 base.py:171(SelectionMixin)
        2    0.000    0.000    0.000    0.000 core.py:2948(_update_from)
        1    0.000    0.000    0.000    0.000 _appengine_environ.py:8(is_appengine)
        2    0.000    0.000    0.000    0.000 {built-in method posix.urandom}
        1    0.000    0.000    0.000    0.000 shlex.py:19(shlex)
       56    0.000    0.000    0.000    0.000 model.py:112(shims)
        5    0.000    0.000    0.000    0.000 weakref.py:287(update)
        1    0.000    0.000    0.000    0.000 main.py:70(YAML)
        1    0.000    0.000    0.000    0.000 language.py:334(pipe_names)
        2    0.000    0.000    0.000    0.000 managers.py:1992(<listcomp>)
        1    0.000    0.000    0.000    0.000 version.py:60(_BaseVersion)
      108    0.000    0.000    0.000    0.000 {built-in method _struct.pack}
        1    0.000    0.000    0.000    0.000 tarfile.py:1425(TarFile)
        1    0.000    0.000    0.000    0.000 lookups.py:162(Lookups)
        1    0.000    0.000    0.000    0.000 contextlib.py:470(__exit__)
        1    0.000    0.000    0.000    0.000 compat.py:76(with_metaclass)
        9    0.000    0.000    0.000    0.000 threading.py:82(RLock)
        1    0.000    0.000    0.000    0.000 range.py:790(<listcomp>)
       19    0.000    0.000    0.000    0.000 __init__.py:771(__init__)
        1    0.000    0.000    0.000    0.000 process.py:393(__init__)
        1    0.000    0.000    0.000    0.000 representer.py:512(RoundTripRepresenter)
       34    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:61(<genexpr>)
       22    0.000    0.000    0.000    0.000 metadata.py:432(<genexpr>)
       10    0.000    0.000    0.000    0.000 cast.py:852(maybe_infer_dtype_type)
        1    0.000    0.000    0.000    0.000 _iotools.py:451(StringConverter)
        1    0.000    0.000    0.000    0.000 array_manager.py:100(BaseArrayManager)
        1    0.000    0.000    0.000    0.000 {method 'dot' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 _factories.py:26(__init__)
        1    0.000    0.000    0.000    0.000 sessions.py:337(Session)
        1    0.000    0.000    0.000    0.000 pytables.py:488(HDFStore)
        6    0.000    0.000    0.000    0.000 glob.py:152(has_magic)
        1    0.000    0.000    0.000    0.000 serializer.py:32(Serializer)
        1    0.000    0.000    0.000    0.000 pytables.py:3241(Table)
        1    0.000    0.000    0.000    0.000 clipboards.py:1(<module>)
        2    0.000    0.000    0.000    0.000 methods.py:120(_add_methods)
        1    0.000    0.000    0.000    0.000 format.py:608(_initialize_justify)
        4    0.000    0.000    0.000    0.000 cast.py:689(infer_dtype_from_scalar)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:74(_add_types)
        3    0.000    0.000    0.000    0.000 csvs.py:166(_number_format)
        1    0.000    0.000    0.000    0.000 constructor.py:353(SafeConstructor)
        1    0.000    0.000    0.000    0.000 arc_eager.pyx:570(__init__)
        1    0.000    0.000    0.000    0.000 cookies.py:254(Morsel)
        2    0.000    0.000    0.000    0.000 arrayprint.py:465(decorating_function)
        1    0.000    0.000    0.000    0.000 localization.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _tester.py:1(<module>)
        1    0.000    0.000    0.000    0.000 zipfile.py:1180(ZipFile)
        3    0.000    0.000    0.000    0.000 missing.py:480(_array_equivalent_object)
        1    0.000    0.000    0.000    0.000 ops.py:649(BaseGrouper)
        1    0.000    0.000    0.000    0.000 _print_versions.py:1(<module>)
       14    0.000    0.000    0.000    0.000 config.py:346(_set_overrides)
        1    0.000    0.000    0.000    0.000 {method 'bind' of '_socket.socket' objects}
        2    0.000    0.000    0.000    0.000 version.py:351(public)
       18    0.000    0.000    0.000    0.000 common.py:155(cast_scalar_indexer)
        2    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(atleast_2d)
        1    0.000    0.000    0.000    0.000 loaders.py:569(ModuleLoader)
        1    0.000    0.000    0.000    0.000 format.py:283(descr_to_dtype)
        7    0.000    0.000    0.000    0.000 pyparsing.py:5750(tokenMap)
        1    0.000    0.000    0.000    0.000 socket.py:214(socket)
        4    0.000    0.000    0.000    0.000 inference.py:262(is_dict_like)
        7    0.000    0.000    0.000    0.000 core.py:2553(_arraymethod)
        1    0.000    0.000    0.000    0.000 __init__.py:1372(_clear_cache)
       35    0.000    0.000    0.000    0.000 flags.py:51(allows_duplicate_labels)
       15    0.000    0.000    0.000    0.000 dataclasses.py:940(<listcomp>)
        1    0.000    0.000    0.000    0.000 std.py:133(Bar)
       38    0.000    0.000    0.000    0.000 model.py:355(walk)
        9    0.000    0.000    0.000    0.000 managers.py:918(<genexpr>)
        4    0.000    0.000    0.000    0.000 six.py:201(load_module)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:130(_add_integer_aliases)
        2    0.000    0.000    0.000    0.000 common.py:347(is_datetime64tz_dtype)
        2    0.000    0.000    0.000    0.000 datetime.py:1270(__new__)
       64    0.000    0.000    0.000    0.000 models.py:63(__init__)
        2    0.000    0.000    0.000    0.000 decoder.py:284(__init__)
       14    0.000    0.000    0.000    0.000 util.py:30(__init__)
        1    0.000    0.000    0.000    0.000 random.py:101(Random)
       28    0.000    0.000    0.000    0.000 construction.py:663(_maybe_repeat)
        1    0.000    0.000    0.000    0.000 lemmatizer.py:75(__init__)
       18    0.000    0.000    0.000    0.000 zipfile.py:2106(_parents)
        8    0.000    0.000    0.000    0.000 functools.py:934(__init__)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:241(_requires_builtin_wrapper)
        6    0.000    0.000    0.000    0.000 series.py:1194(_set_as_cached)
        4    0.000    0.000    0.000    0.000 base.py:45(_validate_set_axis)
        1    0.000    0.000    0.000    0.000 blocks.py:1798(ObjectBlock)
        1    0.000    0.000    0.000    0.000 _bootlocale.py:33(getpreferredencoding)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1047(get_resource_reader)
        1    0.000    0.000    0.000    0.000 models.py:594(Response)
        1    0.000    0.000    0.000    0.000 csvs.py:200(_need_to_save_header)
        1    0.000    0.000    0.000    0.000 socket.py:497(close)
        1    0.000    0.000    0.000    0.000 threading.py:943(_set_tstate_lock)
        1    0.000    0.000    0.000    0.000 escsm.py:28(<module>)
        4    0.000    0.000    0.000    0.000 {method 'newbyteorder' of 'numpy.generic' objects}
        1    0.000    0.000    0.000    0.000 base.py:138(default_lcpl)
        1    0.000    0.000    0.000    0.000 subprocess.py:700(Popen)
       55    0.000    0.000    0.000    0.000 model.py:168(get_dim)
        1    0.000    0.000    0.000    0.000 ssl.py:474(SSLContext)
        1    0.000    0.000    0.000    0.000 idtracking.py:232(FrameSymbolVisitor)
        1    0.000    0.000    0.000    0.000 polynomial.py:1471(Polynomial)
       10    0.000    0.000    0.000    0.000 numerictypes.py:651(<listcomp>)
        1    0.000    0.000    0.000    0.000 process.py:71(BaseProcess)
        1    0.000    0.000    0.000    0.000 numbers.py:32(Complex)
        1    0.000    0.000    0.000    0.000 compat.py:135(with_metaclass)
       14    0.000    0.000    0.000    0.000 generic.py:631(_info_axis)
        1    0.000    0.000    0.000    0.000 argparse.py:154(HelpFormatter)
       54    0.000    0.000    0.000    0.000 typing.py:508(<genexpr>)
        2    0.000    0.000    0.000    0.000 csvs.py:196(_has_aliases)
        1    0.000    0.000    0.000    0.000 comments.py:1077(CommentedKeyMap)
        4    0.000    0.000    0.000    0.000 _decorators.py:214(_format_argument_list)
        1    0.000    0.000    0.000    0.000 numeric.py:140(_ensure_array)
       14    0.000    0.000    0.000    0.000 mixins.py:26(_reflected_binary_method)
       25    0.000    0.000    0.000    0.000 ipaddress.py:433(_ip_int_from_prefix)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3761(__init__)
        2    0.000    0.000    0.000    0.000 textwrap.py:146(_munge_whitespace)
        8    0.000    0.000    0.000    0.000 {method 'nonzero' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 csvs.py:110(_initialize_index_label)
       16    0.000    0.000    0.000    0.000 config.py:810(<listcomp>)
        9    0.000    0.000    0.000    0.000 pyparsing.py:4662(__str__)
        4    0.000    0.000    0.000    0.000 __init__.py:1601(addHandler)
        2    0.000    0.000    0.000    0.000 locale.py:577(getlocale)
        1    0.000    0.000    0.000    0.000 _openpyxl.py:505(OpenpyxlReader)
        1    0.000    0.000    0.000    0.000 glossary.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:5208(__init__)
      105    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
       62    0.000    0.000    0.000    0.000 lazy.py:96(lazy)
       17    0.000    0.000    0.000    0.000 enum.py:443(__members__)
        1    0.000    0.000    0.000    0.000 numpy_.py:30(PandasArray)
        1    0.000    0.000    0.000    0.000 c_parser_wrapper.py:29(CParserWrapper)
        1    0.000    0.000    0.000    0.000 _common.py:149(_tzinfo)
        1    0.000    0.000    0.000    0.000 pyparsing.py:615(__delitem__)
        1    0.000    0.000    0.000    0.000 accessor.py:28(SparseAccessor)
        1    0.000    0.000    0.000    0.000 pathlib.py:821(name)
       16    0.000    0.000    0.000    0.000 config.py:809(<listcomp>)
        6    0.000    0.000    0.000    0.000 errors.py:38(_escape_warning_msg)
        1    0.000    0.000    0.000    0.000 threading.py:784(Thread)
        2    0.000    0.000    0.000    0.000 pyparsing.py:1734(tryParse)
        4    0.000    0.000    0.000    0.000 __init__.py:1424(debug)
        1    0.000    0.000    0.000    0.000 boolean.py:238(BooleanArray)
        1    0.000    0.000    0.000    0.000 _dtype_ctypes.py:1(<module>)
        6    0.000    0.000    0.000    0.000 six.py:128(__init__)
        1    0.000    0.000    0.000    0.000 metadata.py:527(distributions)
        1    0.000    0.000    0.000    0.000 threading.py:535(set)
        1    0.000    0.000    0.000    0.000 exceptions.py:46(UsageError)
        1    0.000    0.000    0.000    0.000 _misc.py:488(_Options)
       11    0.000    0.000    0.000    0.000 pyparsing.py:4680(stopOn)
       17    0.000    0.000    0.000    0.000 platform.py:955(machine)
       32    0.000    0.000    0.000    0.000 utils.py:60(<genexpr>)
        1    0.000    0.000    0.000    0.000 typing.py:773(copy_with)
        1    0.000    0.000    0.000    0.000 pyparsing.py:5015(__init__)
        1    0.000    0.000    0.000    0.000 reader.py:83(__init__)
        1    0.000    0.000    0.000    0.000 filesystem.py:242(LocalFileSystem)
       12    0.000    0.000    0.000    0.000 pyparsing.py:4197(<genexpr>)
        5    0.000    0.000    0.000    0.000 datetime.py:428(_check_time_fields)
        1    0.000    0.000    0.000    0.000 socket.py:493(_real_close)
        1    0.000    0.000    0.000    0.000 constructor.py:368(SafeConstructor)
        2    0.000    0.000    0.000    0.000 base.py:737(__iter__)
       33    0.000    0.000    0.000    0.000 generic.py:324(attrs)
        1    0.000    0.000    0.000    0.000 threading.py:228(__init__)
        2    0.000    0.000    0.000    0.000 {method 'translate' of 'bytes' objects}
        2    0.000    0.000    0.000    0.000 datetime.py:823(__new__)
       12    0.000    0.000    0.000    0.000 missing.py:140(dispatch_fill_zeros)
       17    0.000    0.000    0.000    0.000 dtypes.py:300(construct_from_string)
       20    0.000    0.000    0.000    0.000 {method 'transpose' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 cp437.py:33(getregentry)
        1    0.000    0.000    0.000    0.000 defchararray.py:1805(chararray)
       15    0.000    0.000    0.000    0.000 config.py:950(_validate_overrides)
        1    0.000    0.000    0.000    0.000 dtypes.py:69(PandasExtensionDtype)
       15    0.000    0.000    0.000    0.000 _internal.py:863(npy_ctypes_check)
        4    0.000    0.000    0.000    0.000 numerictypes.py:230(obj2sctype)
       28    0.000    0.000    0.000    0.000 {built-in method numpy.asanyarray}
        2    0.000    0.000    0.000    0.000 methods.py:116(<dictcomp>)
       78    0.000    0.000    0.000    0.000 signal.py:22(<lambda>)
        2    0.000    0.000    0.000    0.000 functools.py:191(<setcomp>)
        2    0.000    0.000    0.000    0.000 generic.py:11051(_doc_params)
        1    0.000    0.000    0.000    0.000 vocab.pyx:89(__set__)
       54    0.000    0.000    0.000    0.000 blocks.py:238(mgr_locs)
        5    0.000    0.000    0.000    0.000 typing_extensions.py:758(_define_guard)
        1    0.000    0.000    0.000    0.000 std.py:78(TqdmDefaultWriteLock)
        1    0.000    0.000    0.000    0.000 contextlib.py:446(_push_cm_exit)
        1    0.000    0.000    0.000    0.000 tokenize.py:319(read_or_stop)
        8    0.000    0.000    0.000    0.000 metadata.py:220(<genexpr>)
       58    0.000    0.000    0.000    0.000 common.py:149(classes_and_not_datetimelike)
        1    0.000    0.000    0.000    0.000 ssltransport.py:11(SSLTransport)
        1    0.000    0.000    0.000    0.000 methods.py:1(<module>)
        2    0.000    0.000    0.000    0.000 version.py:293(__str__)
       41    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        1    0.000    0.000    0.000    0.000 util.py:20(<module>)
        1    0.000    0.000    0.000    0.000 scorer.py:21(PRFScore)
       31    0.000    0.000    0.000    0.000 {method 'ravel' of 'numpy.ndarray' objects}
        8    0.000    0.000    0.000    0.000 typing.py:1525(no_type_check)
        1    0.000    0.000    0.000    0.000 _optional.py:1(<module>)
       17    0.000    0.000    0.000    0.000 {built-in method builtins.round}
        1    0.000    0.000    0.000    0.000 _appengine_environ.py:22(is_local_appengine)
        1    0.000    0.000    0.000    0.000 _iotools.py:230(NameValidator)
        1    0.000    0.000    0.000    0.000 _internal.py:240(_missing_ctypes)
        1    0.000    0.000    0.000    0.000 offsets.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pytables.py:1948(IndexCol)
       77    0.000    0.000    0.000    0.000 signal.py:17(<lambda>)
       15    0.000    0.000    0.000    0.000 common.py:346(apply_if_callable)
        1    0.000    0.000    0.000    0.000 calendar.py:50(_localized_month)
        2    0.000    0.000    0.000    0.000 charset.py:211(__init__)
        1    0.000    0.000    0.000    0.000 senter.pyx:44(make_senter)
       41    0.000    0.000    0.000    0.000 _decorators.py:260(deprecate_nonkeyword_arguments)
        1    0.000    0.000    0.000    0.000 tz.py:41(tzutc)
        8    0.000    0.000    0.000    0.000 typing.py:757(<genexpr>)
       27    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 defmatrix.py:72(matrix)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6716(unicode_set)
        1    0.000    0.000    0.000    0.000 excel.py:73(CSSToExcelConverter)
        1    0.000    0.000    0.000    0.000 filesystem.py:246(__init__)
        1    0.000    0.000    0.000    0.000 core.py:2884(Argument)
        1    0.000    0.000    0.000    0.000 __init__.py:154(_create_thread_local)
        1    0.000    0.000    0.000    0.000 csvs.py:119(_get_index_label_from_obj)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:833(is_package)
        1    0.000    0.000    0.000    0.000 format.py:483(DataFrameFormatter)
        1    0.000    0.000    0.000    0.000 pytables.py:2757(GenericFixed)
        1    0.000    0.000    0.000    0.000 utf_8.py:33(getregentry)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:765(exec_module)
        1    0.000    0.000    0.000    0.000 argparse.py:1122(_SubParsersAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1079(__init__)
        6    0.000    0.000    0.000    0.000 base.py:2410(_is_multi)
       14    0.000    0.000    0.000    0.000 configparser.py:989(__len__)
       26    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
        1    0.000    0.000    0.000    0.000 ipaddress.py:1452(IPv4Network)
        2    0.000    0.000    0.000    0.000 apply.py:101(__init__)
       35    0.000    0.000    0.000    0.000 datetime.py:383(_check_int_field)
        1    0.000    0.000    0.000    0.000 representer.py:670(RoundTripRepresenter)
        4    0.000    0.000    0.000    0.000 numpy_.py:371(to_numpy)
      172    0.000    0.000    0.000    0.000 configparser.py:372(before_write)
        1    0.000    0.000    0.000    0.000 types.py:410(_NumberRangeBase)
        4    0.000    0.000    0.000    0.000 argparse.py:899(__init__)
       37    0.000    0.000    0.000    0.000 __init__.py:346(<genexpr>)
       69    0.000    0.000    0.000    0.000 generic.py:345(flags)
        1    0.000    0.000    0.000    0.000 cookiejar.py:867(DefaultCookiePolicy)
        1    0.000    0.000    0.000    0.000 utils.py:506(__init__)
        1    0.000    0.000    0.000    0.000 ssl.py:812(SSLObject)
       64    0.000    0.000    0.000    0.000 {method 'title' of 'str' objects}
        1    0.000    0.000    0.000    0.000 pathlib.py:399(_NormalAccessor)
        1    0.000    0.000    0.000    0.000 {built-in method _ctypes.dlopen}
        1    0.000    0.000    0.000    0.000 ipaddress.py:1568(_BaseV6)
        1    0.000    0.000    0.000    0.000 lemmatizer.py:168(_validate_tables)
        1    0.000    0.000    0.000    0.000 metadata.py:189(discover)
        1    0.000    0.000    0.000    0.000 datetime.py:793(date)
        2    0.000    0.000    0.000    0.000 functools.py:839(register)
       25    0.000    0.000    0.000    0.000 multiarray.py:1071(copyto)
       11    0.000    0.000    0.000    0.000 blocks.py:349(iget)
        1    0.000    0.000    0.000    0.000 expr.py:337(BaseExprVisitor)
        1    0.000    0.000    0.000    0.000 random.py:791(getrandbits)
       20    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
       11    0.000    0.000    0.000    0.000 pathlib.py:774(__eq__)
        1    0.000    0.000    0.000    0.000 types.py:630(File)
       72    0.000    0.000    0.000    0.000 {method 'read' of '_io.BytesIO' objects}
        3    0.000    0.000    0.000    0.000 six.py:160(_resolve)
        1    0.000    0.000    0.000    0.000 pyparsing.py:502(ParseResults)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3794(__init__)
        4    0.000    0.000    0.000    0.000 metadata.py:383(__init__)
        6    0.000    0.000    0.000    0.000 enum.py:434(__iter__)
        1    0.000    0.000    0.000    0.000 gzip.py:120(GzipFile)
        1    0.000    0.000    0.000    0.000 idtracking.py:174(RootVisitor)
