processed 1 of 11 files
processed 11 of 11 files
         35169196 function calls (34952123 primitive calls) in 36.515 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       43    0.000    0.000    0.000    0.000 inspect.py:2886(return_annotation)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3761(__init__)
        1    0.000    0.000    0.000    0.000 mimetypes.py:384(_default_mime_types)
        1    0.000    0.000    0.000    0.000 pyparsing.py:5208(__init__)
        1    0.000    0.000    0.000    0.000 tz.py:132(tzoffset)
        1    0.000    0.000    0.000    0.000 _compat.py:462(_AtomicFile)
        1    0.000    0.000    0.000    0.000 _color_data.py:7(<module>)
        1    0.000    0.000    0.000    0.000 sql.py:795(SQLTable)
       45    0.000    0.000    0.000    0.000 chain.py:39(<genexpr>)
        1    0.000    0.000    0.000    0.000 std.py:133(Bar)
        6    0.000    0.000    0.000    0.000 six.py:131(__init__)
        1    0.000    0.000    0.000    0.000 tokenize.py:319(read_or_stop)
        1    0.000    0.000    0.000    0.000 ragged2list.py:12(ragged2list)
       15    0.000    0.000    0.000    0.000 dataclasses.py:949(<listcomp>)
       11    0.000    0.000    0.000    0.000 os.py:758(decode)
        3    0.000    0.000    0.000    0.000 argparse.py:899(__init__)
        1    0.000    0.000    0.000    0.000 integer.py:236(IntegerArray)
        1    0.000    0.000    0.000    0.000 calendar.py:50(_localized_month)
        1    0.000    0.000    0.000    0.000 pathlib.py:1056(Path)
        1    0.000    0.000    0.000    0.000 indexing.py:628(_LocationIndexer)
        1    0.000    0.000    0.000    0.000 dtype.py:41(SparseDtype)
        8    0.000    0.000    0.000    0.000 typing.py:1525(no_type_check)
        1    0.000    0.000    0.000    0.000 __init__.py:21(__deprecated_private_func)
        1    0.000    0.000    0.000    0.000 managers.py:1530(SingleBlockManager)
        1    0.000    0.000    0.000    0.000 contextlib.py:446(_push_cm_exit)
        1    0.000    0.000    0.000    0.000 weakref.py:162(__setitem__)
       15    0.000    0.000    0.000    0.000 ssl.py:965(_sslcopydoc)
        1    0.000    0.000    0.000    0.000 _parser.py:241(parserinfo)
        1    0.000    0.000    0.000    0.000 pytables.py:1836(TableIterator)
        1    0.000    0.000    0.000    0.000 _collections_abc.py:924(clear)
        1    0.000    0.000    0.000    0.000 pyparsing.py:5015(__init__)
        2    0.000    0.000    0.000    0.000 {built-in method _functools.reduce}
        1    0.000    0.000    0.000    0.000 argparse.py:1079(__init__)
        1    0.000    0.000    0.000    0.000 scope.py:87(Scope)
        1    0.000    0.000    0.000    0.000 engines.py:46(AbstractEngine)
        8    0.000    0.000    0.000    0.000 relativedelta.py:13(<genexpr>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1385(IPv4Interface)
       51    0.000    0.000    0.000    0.000 version.py:393(_parse_letter_version)
        2    0.000    0.000    0.000    0.000 locale.py:469(_parse_localename)
        1    0.000    0.000    0.000    0.000 datetimelike.py:607(DatetimeTimedeltaMixin)
       12    0.000    0.000    0.000    0.000 pyparsing.py:4197(<genexpr>)
        1    0.000    0.000    0.000    0.000 cookies.py:254(Morsel)
        7    0.000    0.000    0.000    0.000 models.py:117(__init__)
        1    0.000    0.000    0.000    0.000 vocab.pyx:285(__get__)
        1    0.000    0.000    0.000    0.000 string_.py:231(StringArray)
        1    0.000    0.000    0.000    0.000 _openpyxl.py:31(OpenpyxlWriter)
       15    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
        1    0.000    0.000    0.000    0.000 resolver.py:330(__init__)
       44    0.000    0.000    0.000    0.000 numerictypes.py:652(<listcomp>)
       11    0.000    0.000    0.000    0.000 pyparsing.py:4680(stopOn)
        1    0.000    0.000    0.000    0.000 format.py:218(read_magic)
       49    0.000    0.000    0.000    0.000 {method 'end' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 _inspect.py:1(<module>)
        3    0.000    0.000    0.000    0.000 format.py:893(_read_bytes)
        1    0.000    0.000    0.000    0.000 info.py:228(DataFrameInfo)
        4    0.000    0.000    0.000    0.000 specifiers.py:645(<listcomp>)
       11    0.000    0.000    0.000    0.000 common.py:388(is_timedelta64_dtype)
        5    0.000    0.000    0.000    0.000 generic.py:11054(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:181(LegacyVersion)
       11    0.000    0.000    0.000    0.000 csvs.py:132(_initialize_quotechar)
        1    0.000    0.000    0.000    0.000 constructor.py:58(BaseConstructor)
        1    0.000    0.000    0.000    0.000 error.py:35(HTTPError)
        2    0.000    0.000    0.000    0.000 {built-in method builtins.print}
        1    0.000    0.000    0.000    0.000 uuid.py:84(UUID)
       22    0.000    0.000    0.000    0.000 {method 'item' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 connection.py:75(HTTPConnection)
        1    0.000    0.000    0.000    0.000 response.py:14(addbase)
        4    0.000    0.000    0.000    0.000 numerictypes.py:230(obj2sctype)
        1    0.000    0.000    0.000    0.000 utils.py:506(__init__)
        8    0.000    0.000    0.000    0.000 model.py:131(<listcomp>)
        1    0.000    0.000    0.000    0.000 stata.py:2993(StataWriter117)
        1    0.000    0.000    0.000    0.000 types.py:100(prepare_class)
        1    0.000    0.000    0.000    0.000 tz.py:381(__init__)
        1    0.000    0.000    0.000    0.000 base.py:193(_maybe_return_indexers)
        2    0.000    0.000    0.000    0.000 zipfile.py:2151(_difference)
       58    0.000    0.000    0.000    0.000 compat.py:52(to_str)
        1    0.000    0.000    0.000    0.000 {h5py.h5z._register_lzf}
        1    0.000    0.000    0.000    0.000 hdfs.py:29(HadoopFileSystem)
        1    0.000    0.000    0.000    0.000 constructor.py:57(BaseConstructor)
        1    0.000    0.000    0.000    0.000 retry.py:73(Retry)
        1    0.000    0.000    0.000    0.000 bz2.py:27(BZ2File)
       77    0.000    0.000    0.000    0.000 signal.py:17(<lambda>)
        1    0.000    0.000    0.000    0.000 _xlrd.py:11(XlrdReader)
        1    0.000    0.000    0.000    0.000 _io.py:76(optional_args)
       14    0.000    0.000    0.000    0.000 mixins.py:26(_reflected_binary_method)
        4    0.000    0.000    0.000    0.000 specifiers.py:156(_get_operator)
       12    0.000    0.000    0.000    0.000 take.py:324(_view_wrapper)
        1    0.000    0.000    0.000    0.000 {built-in method _warnings.warn}
        1    0.000    0.000    0.000    0.000 expr.py:776(Expr)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:833(is_package)
        1    0.000    0.000    0.000    0.000 laguerre.py:1605(Laguerre)
        1    0.000    0.000    0.000    0.000 ssl.py:812(SSLObject)
        1    0.000    0.000    0.000    0.000 client.py:237(HTTPResponse)
        1    0.000    0.000    0.000    0.000 constructor.py:80(composer)
        1    0.000    0.000    0.000    0.000 info.py:459(DataFrameTableBuilder)
        1    0.000    0.000    0.000    0.000 tok2vec.py:222(Tok2VecListener)
        8    0.000    0.000    0.000    0.000 functools.py:940(__set_name__)
        1    0.000    0.000    0.000    0.000 times.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.generic' objects}
        1    0.000    0.000    0.000    0.000 frozen.py:18(FrozenList)
        8    0.000    0.000    0.000    0.000 version.py:368(is_prerelease)
        1    0.000    0.000    0.000    0.000 util.py:1126(<listcomp>)
        1    0.000    0.000    0.000    0.000 _validators.py:1(<module>)
        1    0.000    0.000    0.000    0.000 calendar.py:69(_localized_day)
        1    0.000    0.000    0.000    0.000 tokens.py:12(Token)
        3    0.000    0.000    0.000    0.000 pyparsing.py:1860(resetCache)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:883(_resolve_name)
        1    0.000    0.000    0.000    0.000 info.py:322(DataFrameInfoPrinter)
        1    0.000    0.000    0.000    0.000 core.py:1324(make_mask_descr)
       22    0.000    0.000    0.000    0.000 common.py:481(f)
       15    0.000    0.000    0.000    0.000 dataclasses.py:943(<listcomp>)
        1    0.000    0.000    0.000    0.000 tzinfo.py:18(memorized_timedelta)
        1    0.000    0.000    0.000    0.000 pyparsing.py:502(ParseResults)
       17    0.000    0.000    0.000    0.000 platform.py:955(machine)
        1    0.000    0.000    0.000    0.000 display.py:17(detect_console_encoding)
        3    0.000    0.000    0.000    0.000 argparse.py:2468(_get_value)
       22    0.000    0.000    0.000    0.000 numeric.py:1460(<listcomp>)
        1    0.000    0.000    0.000    0.000 {method 'getvalue' of '_io.StringIO' objects}
        1    0.000    0.000    0.000    0.000 resources.py:55(_normalize_path)
        1    0.000    0.000    0.000    0.000 _json.py:138(Writer)
       24    0.000    0.000    0.000    0.000 function.py:37(__init__)
        1    0.000    0.000    0.000    0.000 comments.py:635(CommentedMap)
        1    0.000    0.000    0.000    0.000 tz.py:201(tzlocal)
        2    0.000    0.000    0.000    0.000 numpy_ops.pyx:50(__init__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:565(_BaseAddress)
        1    0.000    0.000    0.000    0.000 client.py:106(<dictcomp>)
        7    0.000    0.000    0.000    0.000 pathlib.py:774(__eq__)
        1    0.000    0.000    0.000    0.000 models.py:594(Response)
        1    0.000    0.000    0.000    0.000 render.py:239(EntityRenderer)
        1    0.000    0.000    0.000    0.000 base.py:171(SelectionMixin)
        1    0.000    0.000    0.000    0.000 ops.py:523(Div)
        3    0.000    0.000    0.000    0.000 main.py:169(add_typer)
       11    0.000    0.000    0.000    0.000 series.py:870(axes)
        9    0.000    0.000    0.000    0.000 _pytesttester.py:78(__init__)
       22    0.000    0.000    0.000    0.000 config.py:774(inner)
        1    0.000    0.000    0.000    0.000 chainmap.py:12(DeepChainMap)
        3    0.000    0.000    0.000    0.000 argparse.py:1564(_get_handler)
        1    0.000    0.000    0.000    0.000 zipfile.py:2227(Path)
        1    0.000    0.000    0.000    0.000 parser.py:95(Parser)
        1    0.000    0.000    0.000    0.000 threading.py:940(_set_native_id)
        1    0.000    0.000    0.000    0.000 filesystem.py:315(DaskFileSystem)
       22    0.000    0.000    0.000    0.000 arraylike.py:279(<genexpr>)
        1    0.000    0.000    0.000    0.000 util.py:211(SimpleFrozenList)
        1    0.000    0.000    0.000    0.000 mask_ops.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pytables.py:622(TermValue)
        1    0.000    0.000    0.000    0.000 scorer.py:21(PRFScore)
        1    0.000    0.000    0.000    0.000 _collections.py:107(HTTPHeaderDict)
       38    0.000    0.000    0.000    0.000 {built-in method gc.enable}
        8    0.000    0.000    0.000    0.000 accessor.py:173(__init__)
       25    0.000    0.000    0.000    0.000 ipaddress.py:417(_check_int_address)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3794(__init__)
        1    0.000    0.000    0.000    0.000 zipfile.py:773(ZipExtFile)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:41(<setcomp>)
       38    0.000    0.000    0.000    0.000 {built-in method gc.disable}
        1    0.000    0.000    0.000    0.000 _factories.py:56(__init__)
        1    0.000    0.000    0.000    0.000 comments.py:787(CommentedMap)
        1    0.000    0.000    0.000    0.000 reader.py:83(__init__)
        5    0.000    0.000    0.000    0.000 language.py:331(<listcomp>)
        1    0.000    0.000    0.000    0.000 util.py:197(supports_ansi)
        1    0.000    0.000    0.000    0.000 __init__.py:1760(LoggerAdapter)
        2    0.000    0.000    0.000    0.000 language.py:387(get_factory_meta)
        1    0.000    0.000    0.000    0.000 threading.py:351(notify)
        4    0.000    0.000    0.000    0.000 argparse.py:1560(_pop_action_class)
        6    0.000    0.000    0.000    0.000 enum.py:434(__iter__)
        1    0.000    0.000    0.000    0.000 util.py:1624(warn_if_jupyter_cupy)
        1    0.000    0.000    0.000    0.000 version.py:106(LegacyVersion)
        1    0.000    0.000    0.000    0.000 pyparsing.py:946(copy)
        1    0.000    0.000    0.000    0.000 _odswriter.py:18(ODSWriter)
        1    0.000    0.000    0.000    0.000 {method 'readline' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 cupy_ops.py:24(CupyOps)
       23    0.000    0.000    0.000    0.000 _collections_abc.py:315(__subclasshook__)
       13    0.000    0.000    0.000    0.000 utils.py:64(pass_environment)
       65    0.000    0.000    0.000    0.000 pyparsing.py:1643(postParse)
        1    0.000    0.000    0.000    0.000 tempfile.py:623(SpooledTemporaryFile)
        7    0.000    0.000    0.000    0.000 model.py:195(maybe_get_dim)
        1    0.000    0.000    0.000    0.000 format.py:283(descr_to_dtype)
        1    0.000    0.000    0.000    0.000 core.py:1310(_replace_dtype_fields)
        6    0.000    0.000    0.000    0.000 six.py:128(__init__)
        1    0.000    0.000    0.000    0.000 hmac.py:27(HMAC)
        1    0.000    0.000    0.000    0.000 functions.py:86(TokenSplitter)
       11    0.000    0.000    0.000    0.000 argparse.py:1360(_registry_get)
        1    0.000    0.000    0.000    0.000 _pyxlsb.py:13(PyxlsbReader)
        1    0.000    0.000    0.000    0.000 common.py:76(IOHandles)
        1    0.000    0.000    0.000    0.000 pytables.py:4497(AppendableFrameTable)
        1    0.000    0.000    0.000    0.000 __init__.py:253(_MarkupEscapeHelper)
        6    0.000    0.000    0.000    0.000 typing.py:1886(_namedtuple_mro_entries)
        1    0.000    0.000    0.000    0.000 resolver.py:106(BaseResolver)
        1    0.000    0.000    0.000    0.000 weakref.py:485(popitem)
        1    0.000    0.000    0.000    0.000 info.py:403(TableBuilderAbstract)
        1    0.000    0.000    0.000    0.000 array_manager.py:1166(SingleArrayManager)
        8    0.000    0.000    0.000    0.000 enum.py:715(_generate_next_value_)
        4    0.000    0.000    0.000    0.000 _util.py:18(register_writer)
       28    0.000    0.000    0.000    0.000 pyparsing.py:642(__bool__)
        1    0.000    0.000    0.000    0.000 __init__.py:1389(Logger)
        2    0.000    0.000    0.000    0.000 {method 'translate' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 constructor.py:1059(RoundTripConstructor)
        1    0.000    0.000    0.000    0.000 csv.py:80(DictReader)
        1    0.000    0.000    0.000    0.000 _policybase.py:112(Policy)
        6    0.000    0.000    0.000    0.000 <string>:2(__init__)
        1    0.000    0.000    0.000    0.000 serializer.py:34(Serializer)
        1    0.000    0.000    0.000    0.000 util.py:20(<module>)
        1    0.000    0.000    0.000    0.000 connectionpool.py:104(HTTPConnectionPool)
        1    0.000    0.000    0.000    0.000 parser.py:101(__init__)
        1    0.000    0.000    0.000    0.000 bccache.py:44(Bucket)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:948(_sanity_check)
        1    0.000    0.000    0.000    0.000 _common.py:6(weekday)
        1    0.000    0.000    0.000    0.000 ops.py:552(UnaryOp)
       24    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
        1    0.000    0.000    0.000    0.000 integer.py:506(Int8Dtype)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
       22    0.000    0.000    0.000    0.000 numeric.py:1394(_moveaxis_dispatcher)
        1    0.000    0.000    0.000    0.000 __init__.py:1749(__init__)
       15    0.000    0.000    0.000    0.000 configparser.py:641(defaults)
       21    0.000    0.000    0.000    0.000 util.py:32(implements)
        1    0.000    0.000    0.000    0.000 ssltransport.py:11(SSLTransport)
       26    0.000    0.000    0.000    0.000 lexer.py:144(<lambda>)
        1    0.000    0.000    0.000    0.000 _json.py:617(JsonReader)
        2    0.000    0.000    0.000    0.000 vocab.pyx:96(__get__)
       38    0.000    0.000    0.000    0.000 {built-in method _ctypes.sizeof}
        8    0.000    0.000    0.000    0.000 __init__.py:144(__lt__)
        2    0.000    0.000    0.000    0.000 {built-in method posix.putenv}
        1    0.000    0.000    0.000    0.000 idtracking.py:174(RootVisitor)
        2    0.000    0.000    0.000    0.000 config.py:499(deprecate_option)
        1    0.000    0.000    0.000    0.000 util.py:1412(dict_to_dot)
        1    0.000    0.000    0.000    0.000 __init__.py:57(check_compatibility)
        1    0.000    0.000    0.000    0.000 representer.py:670(RoundTripRepresenter)
        1    0.000    0.000    0.000    0.000 readers.py:765(TextFileReader)
        1    0.000    0.000    0.000    0.000 cookiejar.py:867(DefaultCookiePolicy)
        5    0.000    0.000    0.000    0.000 pyparsing.py:3622(__str__)
        1    0.000    0.000    0.000    0.000 request.py:1693(URLopener)
        2    0.000    0.000    0.000    0.000 parser.py:108(reset_parser)
        3    0.000    0.000    0.000    0.000 datetime.py:2236(_create)
        1    0.000    0.000    0.000    0.000 comments.py:184(CommentedBase)
        2    0.000    0.000    0.000    0.000 reader.py:91(reset_reader)
       24    0.000    0.000    0.000    0.000 functools.py:667(<listcomp>)
        1    0.000    0.000    0.000    0.000 base64mime.py:5(<module>)
       11    0.000    0.000    0.000    0.000 format.py:558(is_truncated_horizontally)
        1    0.000    0.000    0.000    0.000 zipfile.py:1102(_ZipWriteFile)
        1    0.000    0.000    0.000    0.000 _internal.py:217(_getintp_ctype)
        1    0.000    0.000    0.000    0.000 main.py:230(composer)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3808(__init__)
        1    0.000    0.000    0.000    0.000 language.py:280(config)
       22    0.000    0.000    0.000    0.000 function_base.py:4563(_insert_dispatcher)
        1    0.000    0.000    0.000    0.000 tz.py:1545(__init__)
        1    0.000    0.000    0.000    0.000 pytables.py:263(FilterBinOp)
       11    0.000    0.000    0.000    0.000 blocks.py:242(mgr_locs)
        1    0.000    0.000    0.000    0.000 url.py:54(<listcomp>)
       22    0.000    0.000    0.000    0.000 parse.py:103(_noop)
        1    0.000    0.000    0.000    0.000 representer.py:50(BaseRepresenter)
       33    0.000    0.000    0.000    0.000 pyparsing.py:495(__getitem__)
        1    0.000    0.000    0.000    0.000 sessions.py:337(Session)
        1    0.000    0.000    0.000    0.000 ewm.py:706(OnlineExponentialMovingWindow)
        1    0.000    0.000    0.000    0.000 argparse.py:2008(consume_positionals)
        1    0.000    0.000    0.000    0.000 {built-in method posix.readlink}
       27    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 hebrewprober.py:128(HebrewProber)
        1    0.000    0.000    0.000    0.000 pytables.py:4268(AppendableTable)
        1    0.000    0.000    0.000    0.000 tz.py:386(tzfile)
        1    0.000    0.000    0.000    0.000 md.py:134(SuspiciousDuplicateAccentPlugin)
        1    0.000    0.000    0.000    0.000 selections.py:85(Selection)
        1    0.000    0.000    0.000    0.000 cookies.py:25(MockRequest)
       10    0.000    0.000    0.000    0.000 accessor.py:112(delegate_names)
        1    0.000    0.000    0.000    0.000 calendar.py:52(<listcomp>)
        1    0.000    0.000    0.000    0.000 extras.py:1515(__init__)
        1    0.000    0.000    0.000    0.000 {method 'update' of 'set' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha224}
        1    0.000    0.000    0.000    0.000 types.py:218(Choice)
        1    0.000    0.000    0.000    0.000 {built-in method _thread.get_native_id}
        1    0.000    0.000    0.000    0.000 traceback.py:227(FrameSummary)
        1    0.000    0.000    0.000    0.000 dtypes.py:1267(PandasDtype)
        1    0.000    0.000    0.000    0.000 core.py:438(TyperCommand)
        1    0.000    0.000    0.000    0.000 _json.py:816(Parser)
        1    0.000    0.000    0.000    0.000 charsetprober.py:35(CharSetProber)
        1    0.000    0.000    0.000    0.000 comments.py:967(CommentedKeyMap)
        1    0.000    0.000    0.000    0.000 describe.py:99(NDFrameDescriberAbstract)
        1    0.000    0.000    0.000    0.000 _iotools.py:230(NameValidator)
        3    0.000    0.000    0.000    0.000 pyparsing.py:841(__getattr__)
        1    0.000    0.000    0.000    0.000 threading.py:228(__init__)
        4    0.000    0.000    0.000    0.000 char_classes.py:2(<lambda>)
        1    0.000    0.000    0.000    0.000 pytables.py:2234(GenericIndexCol)
        2    0.000    0.000    0.000    0.000 tokens.py:137(__init__)
        1    0.000    0.000    0.000    0.000 warnings.py:458(__enter__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2085(IPv6Interface)
       11    0.000    0.000    0.000    0.000 format.py:562(is_truncated_vertically)
        1    0.000    0.000    0.000    0.000 queue.py:258(_PySimpleQueue)
        1    0.000    0.000    0.000    0.000 representer.py:512(RoundTripRepresenter)
        6    0.000    0.000    0.000    0.000 inspect.py:91(ismethoddescriptor)
        1    0.000    0.000    0.000    0.000 relativedelta.py:18(relativedelta)
        1    0.000    0.000    0.000    0.000 flags.py:4(Flags)
        2    0.000    0.000    0.000    0.000 {built-in method utcfromtimestamp}
        1    0.000    0.000    0.000    0.000 __init__.py:848(Handler)
        1    0.000    0.000    0.000    0.000 comments.py:89(Comment)
        1    0.000    0.000    0.000    0.000 algorithms.py:1207(SelectN)
        1    0.000    0.000    0.000    0.000 format.py:262(SeriesFormatter)
        1    0.000    0.000    0.000    0.000 tempfile.py:450(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 visitor.py:50(NodeTransformer)
        1    0.000    0.000    0.000    0.000 {built-in method _ctypes.dlopen}
        1    0.000    0.000    0.000    0.000 dtypes.py:69(PandasExtensionDtype)
       33    0.000    0.000    0.000    0.000 base.py:774(<lambda>)
        1    0.000    0.000    0.000    0.000 blocks.py:1682(NDArrayBackedExtensionBlock)
        1    0.000    0.000    0.000    0.000 {method 'close' of 'select.epoll' objects}
        3    0.000    0.000    0.000    0.000 series.py:177(_coerce_method)
        1    0.000    0.000    0.000    0.000 environment.py:1522(TemplateModule)
       23    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
        1    0.000    0.000    0.000    0.000 comments.py:41(Comment)
        1    0.000    0.000    0.000    0.000 vocab.pyx:415(__set__)
        6    0.000    0.000    0.000    0.000 <string>:2(__eq__)
       13    0.000    0.000    0.000    0.000 pyparsing.py:696(haskeys)
        1    0.000    0.000    0.000    0.000 numeric.py:80(NumericArray)
        1    0.000    0.000    0.000    0.000 info.py:304(InfoPrinterAbstract)
        1    0.000    0.000    0.000    0.000 events.py:112(__init__)
        1    0.000    0.000    0.000    0.000 metadata.py:476(MetadataPathFinder)
        1    0.000    0.000    0.000    0.000 __init__.py:1260(Manager)
        1    0.000    0.000    0.000    0.000 corpus.py:207(JsonlCorpus)
        1    0.000    0.000    0.000    0.000 threading.py:589(Barrier)
        1    0.000    0.000    0.000    0.000 string.py:57(Template)
       29    0.000    0.000    0.000    0.000 version.py:459(<lambda>)
        1    0.000    0.000    0.000    0.000 quopri.py:3(<module>)
        1    0.000    0.000    0.000    0.000 cookies.py:171(RequestsCookieJar)
        8    0.000    0.000    0.000    0.000 utils.py:47(pass_eval_context)
        1    0.000    0.000    0.000    0.000 auth.py:108(HTTPDigestAuth)
        1    0.000    0.000    0.000    0.000 shlex.py:19(shlex)
       10    0.000    0.000    0.000    0.000 _policybase.py:104(<genexpr>)
        1    0.000    0.000    0.000    0.000 indexing.py:1380(_iLocIndexer)
        1    0.000    0.000    0.000    0.000 exceptions.py:7(TemplateError)
        2    0.000    0.000    0.000    0.000 {built-in method posix.unsetenv}
        4    0.000    0.000    0.000    0.000 model.py:233(has_grad)
        1    0.000    0.000    0.000    0.000 resolver.py:322(VersionedResolver)
       20    0.000    0.000    0.000    0.000 dataclasses.py:1039(<genexpr>)
        1    0.000    0.000    0.000    0.000 _xlwt.py:21(XlwtWriter)
        1    0.000    0.000    0.000    0.000 html.py:151(_HtmlFrameParser)
        1    0.000    0.000    0.000    0.000 __init__.py:13(EnglishDefaults)
        1    0.000    0.000    0.000    0.000 selectors.py:81(BaseSelector)
        2    0.000    0.000    0.000    0.000 metadata.py:217(_discover_resolvers)
        1    0.000    0.000    0.000    0.000 compat.py:251(version_tnf)
        1    0.000    0.000    0.000    0.000 parser.py:101(Parser)
        8    0.000    0.000    0.000    0.000 metadata.py:471(<listcomp>)
        1    0.000    0.000    0.000    0.000 _datasource.py:196(DataSource)
        1    0.000    0.000    0.000    0.000 numbers.py:267(Rational)
        2    0.000    0.000    0.000    0.000 six.py:119(_resolve)
       11    0.000    0.000    0.000    0.000 model.py:355(walk)
        1    0.000    0.000    0.000    0.000 parser.py:117(dispose)
        1    0.000    0.000    0.000    0.000 language.py:2126(DisabledPipes)
       29    0.000    0.000    0.000    0.000 {method 'is_dir' of 'posix.DirEntry' objects}
        1    0.000    0.000    0.000    0.000 dispatch.py:1(<module>)
        2    0.000    0.000    0.000    0.000 core.py:6532(__setattr__)
        1    0.000    0.000    0.000    0.000 parser.py:159(Option)
        1    0.000    0.000    0.000    0.000 rolling.py:1139(RollingAndExpandingMixin)
        3    0.000    0.000    0.000    0.000 index_tricks.py:317(__init__)
        3    0.000    0.000    0.000    0.000 {built-in method posix.register_at_fork}
        1    0.000    0.000    0.000    0.000 comments.py:315(CommentedBase)
        1    0.000    0.000    0.000    0.000 numeric.py:344(Int64Index)
        1    0.000    0.000    0.000    0.000 nodes.py:832(Getitem)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha256}
       15    0.000    0.000    0.000    0.000 _inspect.py:142(<lambda>)
       16    0.000    0.000    0.000    0.000 _inspect.py:143(<lambda>)
        6    0.000    0.000    0.000    0.000 about.py:1(<module>)
        2    0.000    0.000    0.000    0.000 {built-in method _pickle.dumps}
        1    0.000    0.000    0.000    0.000 ops.py:191(Constant)
        1    0.000    0.000    0.000    0.000 comments.py:1077(CommentedKeyMap)
        1    0.000    0.000    0.000    0.000 comments.py:381(CommentedSeq)
       10    0.000    0.000    0.000    0.000 __future__.py:83(__init__)
        1    0.000    0.000    0.000    0.000 configparser.py:297(ParsingError)
        4    0.000    0.000    0.000    0.000 typing.py:1315(runtime_checkable)
        1    0.000    0.000    0.000    0.000 composer.py:32(Composer)
        1    0.000    0.000    0.000    0.000 constructor.py:783(Constructor)
        1    0.000    0.000    0.000    0.000 memmap.py:22(memmap)
        1    0.000    0.000    0.000    0.000 scalarint.py:11(ScalarInt)
        1    0.000    0.000    0.000    0.000 utils.py:512(_postinit)
        1    0.000    0.000    0.000    0.000 composer.py:30(Composer)
        1    0.000    0.000    0.000    0.000 message.py:945(MIMEPart)
        1    0.000    0.000    0.000    0.000 __init__.py:213(UTC)
        3    0.000    0.000    0.000    0.000 language.py:519(component)
        2    0.000    0.000    0.000    0.000 argparse.py:2279(_get_nargs_pattern)
        1    0.000    0.000    0.000    0.000 core.py:2381(_MaskedPrintOption)
        2    0.000    0.000    0.000    0.000 {method 'tell' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 tags.py:42(Tag)
       19    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
        1    0.000    0.000    0.000    0.000 __init__.py:1359(_fixupChildren)
        8    0.000    0.000    0.000    0.000 getlimits.py:90(_register_type)
        1    0.000    0.000    0.000    0.000 __init__.py:1265(__init__)
        1    0.000    0.000    0.000    0.000 expr.py:770(PythonExprVisitor)
       16    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
        1    0.000    0.000    0.000    0.000 string_.py:57(StringDtype)
       16    0.000    0.000    0.000    0.000 config.py:812(inner)
        1    0.000    0.000    0.000    0.000 nodes.py:489(BinExpr)
        1    0.000    0.000    0.000    0.000 six.py:524(Module_six_moves_urllib)
        2    0.000    0.000    0.000    0.000 __init__.py:107(import_lzma)
        2    0.000    0.000    0.000    0.000 metadata.py:386(path)
        1    0.000    0.000    0.000    0.000 trainable_pipe.pyx:254(_validate_serialization_attrs)
       13    0.000    0.000    0.000    0.000 extension.py:119(inherit_names)
        5    0.000    0.000    0.000    0.000 __init__.py:1224(__init__)
        1    0.000    0.000    0.000    0.000 console.py:1(<module>)
        1    0.000    0.000    0.000    0.000 proxy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _xlsxwriter.py:15(_XlsxStyler)
       12    0.000    0.000    0.000    0.000 typing.py:986(<genexpr>)
       17    0.000    0.000    0.000    0.000 model.py:168(get_dim)
        1    0.000    0.000    0.000    0.000 xml.py:371(_LxmlFrameParser)
        1    0.000    0.000    0.000    0.000 constructor.py:477(construct_yaml_bool)
