processed 1 of 11 files
processed 11 of 11 files
         35169196 function calls (34952123 primitive calls) in 36.515 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     2281    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
      182    0.000    0.000    0.000    0.000 configparser.py:1275(__iter__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1534(_IPv4Constants)
      688    0.000    0.000    0.000    0.000 inference.py:321(is_hashable)
       57    0.000    0.000    0.000    0.000 copy.py:200(_deepcopy_list)
       46    0.000    0.000    0.000    0.000 configparser.py:1206(add_section)
        1    0.000    0.000    0.000    0.000 models.py:158(ParameterInfo)
       15    0.000    0.000    0.000    0.000 arrayprint.py:1527(_guarded_repr_or_str)
        4    0.000    0.000    0.000    0.000 argparse.py:1385(add_argument)
       10    0.000    0.000    0.000    0.000 accessor.py:140(add_delegate_accessors)
        2    0.000    0.000    0.000    0.000 textwrap.py:381(fill)
     2264    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:68(_relax_case)
        1    0.000    0.000    0.000    0.000 hdfs.py:19(<module>)
        1    0.000    0.000    0.000    0.000 schemas.py:307(ConfigSchemaTraining)
        1    0.000    0.000    0.000    0.000 threading.py:1(<module>)
       77    0.000    0.000    0.000    0.000 common.py:1420(is_extension_array_dtype)
     3354    0.000    0.000    0.000    0.000 {built-in method builtins.id}
       33    0.000    0.000    0.000    0.000 managers.py:622(_consolidate_inplace)
        1    0.000    0.000    0.000    0.000 filters.py:10(<module>)
        1    0.000    0.000    0.000    0.000 core.py:172(Context)
        1    0.000    0.000    0.000    0.000 schemas.py:216(TokenPattern)
       33    0.000    0.000    0.000    0.000 _methods.py:54(_any)
       66    0.000    0.000    0.000    0.000 _dtype.py:321(_name_get)
        3    0.000    0.000    0.000    0.000 tokenizer.pyx:93(__set__)
        1    0.000    0.000    0.000    0.000 attributeruler.py:63(AttributeRuler)
       19    0.000    0.000    0.000    0.000 ipaddress.py:1467(__init__)
      107    0.000    0.000    0.000    0.000 compute.py:139(_get_options_class)
      162    0.000    0.000    0.000    0.000 _ufunc_config.py:131(geterr)
        1    0.000    0.000    0.000    0.000 core.py:1761(Group)
      423    0.000    0.000    0.000    0.000 nodes.py:81(__init__)
       55    0.000    0.000    0.000    0.000 dtypes.py:1201(is_dtype)
     2112    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:58(unpack)
       43    0.000    0.000    0.000    0.000 config.py:273(<listcomp>)
       10    0.000    0.000    0.000    0.000 accessor.py:57(_add_delegate_accessors)
      423    0.000    0.000    0.000    0.000 constructor.py:369(construct_scalar)
       24    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:55(add_newdoc_for_scalar_type)
        1    0.000    0.000    0.000    0.000 traceback.py:1(<module>)
       55    0.000    0.000    0.000    0.000 base.py:2130(is_floating)
        1    0.000    0.000    0.000    0.000 ty.py:1(<module>)
       92    0.000    0.000    0.000    0.000 sre_parse.py:267(getuntil)
        1    0.000    0.000    0.000    0.000 concatenate.py:1(<module>)
        2    0.000    0.000    0.000    0.000 textwrap.py:356(fill)
        1    0.000    0.000    0.000    0.000 datetimelike.py:1679(TimelikeOps)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 iob_to_docs.py:1(<module>)
        2    0.000    0.000    0.000    0.000 textwrap.py:342(wrap)
       41    0.000    0.000    0.000    0.000 params.py:116(Argument)
        1    0.000    0.000    0.000    0.000 selectors.py:1(<module>)
      594    0.000    0.000    0.000    0.000 common.py:1737(<genexpr>)
      132    0.000    0.000    0.000    0.000 common.py:779(is_unsigned_integer_dtype)
        1    0.000    0.000    0.000    0.000 base.py:10(<module>)
        1    0.000    0.000    0.000    0.000 extension.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _yaml_api.py:11(__init__)
      308    0.000    0.000    0.000    0.000 base.py:4379(_values)
        1    0.000    0.000    0.000    0.000 status_codes.py:3(<module>)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 main.py:71(__init__)
      556    0.000    0.000    0.000    0.000 enum.py:22(_is_dunder)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1(<module>)
      110    0.000    0.000    0.000    0.000 common.py:160(is_object_dtype)
       36    0.000    0.000    0.000    0.000 docstrings.py:7(make_flex_doc)
      616    0.000    0.000    0.000    0.000 _inspect.py:26(isfunction)
      440    0.000    0.000    0.000    0.000 <frozen zipimport>:308(_get_module_path)
        1    0.000    0.000    0.000    0.000 status_codes.py:107(_init)
      120    0.000    0.000    0.000    0.000 pyparsing.py:2828(__init__)
      4/3    0.000    0.000    0.000    0.000 typing.py:749(__getitem__)
       11    0.000    0.000    0.000    0.000 {method 'get_slice' of 'pandas._libs.internals.BlockManager' objects}
        1    0.000    0.000    0.000    0.000 pytables.py:4729(AppendableMultiFrameTable)
      612    0.000    0.000    0.000    0.000 _inspect.py:41(iscode)
        1    0.000    0.000    0.000    0.000 apply.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1268(IPv4Address)
      145    0.000    0.000    0.000    0.000 config.py:618(_warn_if_deprecated)
       17    0.000    0.000    0.000    0.000 pyparsing.py:2414(__call__)
        1    0.000    0.000    0.000    0.000 lstm.py:1(<module>)
        3    0.000    0.000    0.000    0.000 missing.py:1(<module>)
       11    0.000    0.000    0.000    0.000 cast.py:1483(maybe_infer_to_datetimelike)
       33    0.000    0.000    0.000    0.000 managers.py:468(is_consolidated)
        1    0.000    0.000    0.000    0.000 nodes.py:103(Node)
        2    0.000    0.000    0.000    0.000 tokenizer.pyx:77(__set__)
      423    0.000    0.000    0.000    0.000 tokens.py:241(__init__)
      410    0.000    0.000    0.000    0.000 pyparsing.py:4283(<genexpr>)
      254    0.000    0.000    0.000    0.000 configparser.py:644(sections)
        3    0.000    0.000    0.000    0.000 gettext.py:741(gettext)
        1    0.000    0.000    0.000    0.000 __init__.py:31(Markup)
      292    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:175(_path_isabs)
        1    0.000    0.000    0.000    0.000 histograms.py:1(<module>)
       22    0.000    0.000    0.000    0.000 numpy_.py:70(__init__)
     1566    0.000    0.000    0.000    0.000 configparser.py:1023(<dictcomp>)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
        3    0.000    0.000    0.000    0.000 gettext.py:664(dgettext)
      409    0.000    0.000    0.000    0.000 enum.py:12(_is_descriptor)
        3    0.000    0.000    0.000    0.000 argparse.py:1303(__init__)
      132    0.000    0.000    0.000    0.000 typing.py:696(__getattr__)
        1    0.000    0.000    0.000    0.000 scorer.py:101(Scorer)
        1    0.000    0.000    0.000    0.000 batchers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 main.py:648(official_plug_ins)
        1    0.000    0.000    0.000    0.000 configparser.py:905(write)
       11    0.000    0.000    0.000    0.000 parse.py:437(urlsplit)
      278    0.000    0.000    0.000    0.000 typing.py:1504(get_args)
        1    0.000    0.000    0.000    0.000 render.py:1(<module>)
       20    0.000    0.000    0.000    0.000 generic.py:39(create_pandas_abc_type)
        1    0.000    0.000    0.000    0.000 contextvars.py:1(<module>)
       11    0.000    0.000    0.000    0.000 inference.py:390(is_dataclass)
       46    0.000    0.000    0.000    0.000 configparser.py:649(add_section)
        3    0.000    0.000    0.000    0.000 gettext.py:583(translation)
       15    0.000    0.000    0.000    0.000 pyparsing.py:1490(_setResultsName)
        1    0.000    0.000    0.000    0.000 dtypes.py:631(DatetimeTZDtype)
      547    0.000    0.000    0.000    0.000 enum.py:33(_is_sunder)
        1    0.000    0.000    0.000    0.000 numpy_ops.pyx:1(__Pyx_PyMODINIT_FUNC PyInit_numpy_ops(void))
       92    0.000    0.000    0.000    0.000 models.py:247(__init__)
        1    0.000    0.000    0.000    0.000 range.py:1(<module>)
       69    0.000    0.000    0.000    0.000 pyparsing.py:2870(__init__)
        1    0.000    0.000    0.000    0.000 types.py:269(_Array1d)
       13    0.000    0.000    0.000    0.000 extension.py:132(wrapper)
        1    0.000    0.000    0.000    0.000 loop.py:1(<module>)
        2    0.000    0.000    0.000    0.000 pyparsing.py:5588(originalTextFor)
      501    0.000    0.000    0.000    0.000 typing.py:204(_check_generic)
        1    0.000    0.000    0.000    0.000 clone.py:13(clone)
        1    0.000    0.000    0.000    0.000 error.py:1(<module>)
        1    0.000    0.000    0.000    0.000 align.py:1(<module>)
        2    0.000    0.000    0.000    0.000 pyparsing.py:3449(__init__)
       40    0.000    0.000    0.000    0.000 _inspect.py:140(formatargspec)
      381    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
        3    0.000    0.000    0.000    0.000 gettext.py:542(find)
        1    0.000    0.000    0.000    0.000 glob.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tokens.py:3(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:5(HTTPStatus)
      143    0.000    0.000    0.000    0.000 construction.py:606(_sanitize_ndim)
        1    0.000    0.000    0.000    0.000 glob.py:11(glob)
      176    0.000    0.000    0.000    0.000 flags.py:47(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:130(set_current_ops)
        3    0.000    0.000    0.000    0.000 _decorators.py:321(decorate)
        3    0.000    0.000    0.000    0.000 tokenizer.pyx:85(__set__)
       28    0.000    0.000    0.000    0.000 linecache.py:52(checkcache)
        1    0.000    0.000    0.000    0.000 siamese.py:1(<module>)
      3/1    0.000    0.000    0.000    0.000 glob.py:42(_iglob)
        1    0.000    0.000    0.000    0.000 base.py:258(IndexOpsMixin)
        1    0.000    0.000    0.000    0.000 encoders.py:5(<module>)
       13    0.000    0.000    0.000    0.000 __init__.py:2034(getLogger)
       21    0.000    0.000    0.000    0.000 enum.py:971(__or__)
     2389    0.000    0.000    0.000    0.000 inspect.py:2577(kind)
       22    0.000    0.000    0.000    0.000 arraylike.py:172(_maybe_fallback)
      704    0.000    0.000    0.000    0.000 configparser.py:877(has_option)
       66    0.000    0.000    0.000    0.000 range.py:160(_simple_new)
       46    0.000    0.000    0.000    0.000 configparser.py:925(_write_section)
      165    0.000    0.000    0.000    0.000 __init__.py:73(do_registration)
        1    0.000    0.000    0.000    0.000 retry.py:1(<module>)
        1    0.000    0.000    0.000    0.000 debug_data.py:1(<module>)
      8/1    0.000    0.000    0.000    0.000 model.py:459(copy)
        2    0.000    0.000    0.000    0.000 _exceptions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ufunclike.py:1(<module>)
        1    0.000    0.000    0.000    0.000 datetimelike.py:77(DatetimeIndexOpsMixin)
       26    0.000    0.000    0.000    0.000 core.py:916(__init__)
      506    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_list_like}
       12    0.000    0.000    0.000    0.000 datetime.py:492(__new__)
       44    0.000    0.000    0.000    0.000 cast.py:2156(can_hold_element)
        1    0.000    0.000    0.000    0.000 utf8prober.py:28(<module>)
       22    0.000    0.000    0.000    0.000 generic.py:764(_set_axis)
      172    0.000    0.000    0.000    0.000 configparser.py:891(set)
        1    0.000    0.000    0.000    0.000 interval.py:145(IntervalIndex)
        1    0.000    0.000    0.000    0.000 run.py:1(<module>)
        1    0.000    0.000    0.000    0.000 universaldetector.py:51(UniversalDetector)
        2    0.000    0.000    0.000    0.000 scalarint.py:3(<module>)
      132    0.000    0.000    0.000    0.000 managers.py:1539(__init__)
      224    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
        1    0.000    0.000    0.000    0.000 mxnet.py:1(<module>)
        2    0.000    0.000    0.000    0.000 zipfile.py:2214(namelist)
       50    0.000    0.000    0.000    0.000 accessor.py:105(_forbid_nonstring_types)
      316    0.000    0.000    0.000    0.000 overrides.py:141(array_function_dispatch)
       33    0.000    0.000    0.000    0.000 base.py:767(_engine)
        1    0.000    0.000    0.000    0.000 tok2vec.py:159(<listcomp>)
     2333    0.000    0.000    0.000    0.000 inspect.py:2565(name)
        1    0.000    0.000    0.000    0.000 remote_storage.py:18(RemoteStorage)
        5    0.000    0.000    0.000    0.000 tok2vec.py:154(make_hash_embed)
        1    0.000    0.000    0.000    0.000 types.py:388(_Array2d)
       99    0.000    0.000    0.000    0.000 common.py:526(require_length_match)
       22    0.000    0.000    0.000    0.000 indexing.py:2323(convert_to_index_sliceable)
        2    0.000    0.000    0.000    0.000 __init__.py:5(<module>)
        1    0.000    0.000    0.000    0.000 entityruler.py:68(EntityRuler)
       22    0.000    0.000    0.000    0.000 common.py:422(is_period_dtype)
      132    0.000    0.000    0.000    0.000 common.py:725(is_signed_integer_dtype)
       60    0.000    0.000    0.000    0.000 {h5py._objects.with_phil}
        1    0.000    0.000    0.000    0.000 underscore.py:1(<module>)
        1    0.000    0.000    0.000    0.000 printing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 residual.py:1(<module>)
       38    0.000    0.000    0.000    0.000 pyparsing.py:5098(__init__)
       55    0.000    0.000    0.000    0.000 {method 'get_loc' of 'pandas._libs.index.IndexEngine' objects}
       66    0.000    0.000    0.000    0.000 common.py:74(get_op_result_name)
        1    0.000    0.000    0.000    0.000 ewm.py:119(ExponentialMovingWindow)
        1    0.000    0.000    0.000    0.000 relativedelta.py:2(<module>)
        5    0.000    0.000    0.000    0.000 hashembed.py:16(HashEmbed)
      374    0.000    0.000    0.000    0.000 range.py:806(__len__)
      290    0.000    0.000    0.000    0.000 config.py:579(_get_deprecated_option)
        3    0.000    0.000    0.000    0.000 tokenizer.pyx:101(__set__)
        1    0.000    0.000    0.000    0.000 errors.py:5(<module>)
        1    0.000    0.000    0.000    0.000 chainmap.py:1(<module>)
       33    0.000    0.000    0.000    0.000 managers.py:476(_consolidate_check)
      470    0.000    0.000    0.000    0.000 copyreg.py:94(__newobj__)
        1    0.000    0.000    0.000    0.000 map_list.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cp949prober.py:28(<module>)
       33    0.000    0.000    0.000    0.000 base.py:5353(_maybe_promote)
        4    0.000    0.000    0.000    0.000 argparse.py:2534(_get_formatter)
     1208    0.000    0.000    0.000    0.000 tokens.py:16(__init__)
      121    0.000    0.000    0.000    0.000 series.py:528(_set_axis)
        3    0.000    0.000    0.000    0.000 tokenizer.pyx:109(__set__)
       51    0.000    0.000    0.000    0.000 typing.py:997(__init_subclass__)
        2    0.000    0.000    0.000    0.000 zipfile.py:2171(namelist)
        1    0.000    0.000    0.000    0.000 python_parser.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _msgpack_numpy.py:3(<module>)
     2574    0.000    0.000    0.000    0.000 util.py:1166(<genexpr>)
       43    0.000    0.000    0.000    0.000 ipaddress.py:1880(__init__)
        1    0.000    0.000    0.000    0.000 dates.py:1(<module>)
      420    0.000    0.000    0.000    0.000 sre_compile.py:595(isstring)
       56    0.000    0.000    0.000    0.000 _decorators.py:442(__call__)
     1786    0.000    0.000    0.000    0.000 reader.py:105(stream)
      133    0.000    0.000    0.000    0.000 models.py:159(__init__)
      231    0.000    0.000    0.000    0.000 base.py:43(<genexpr>)
        4    0.000    0.000    0.000    0.000 argparse.py:161(__init__)
        1    0.000    0.000    0.000    0.000 parser.py:46(Parser)
       99    0.000    0.000    0.000    0.000 series.py:674(_values)
        1    0.000    0.000    0.000    0.000 environment.py:1117(Template)
        1    0.000    0.000    0.000    0.000 tensorflow.py:74(TensorFlowShim)
       44    0.000    0.000    0.000    0.000 common.py:1264(is_bool_dtype)
      277    0.000    0.000    0.000    0.000 copy.py:242(_keep_alive)
      210    0.000    0.000    0.000    0.000 sre_parse.py:921(fix_flags)
       57    0.000    0.000    0.000    0.000 {built-in method builtins.sum}
       13    0.000    0.000    0.000    0.000 __init__.py:1284(getLogger)
      680    0.000    0.000    0.000    0.000 pathlib.py:1079(_init)
       22    0.000    0.000    0.000    0.000 {built-in method _operator.truediv}
       11    0.000    0.000    0.000    0.000 csvs.py:204(write_cols)
       66    0.000    0.000    0.000    0.000 common.py:574(is_dtype_equal)
        1    0.000    0.000    0.000    0.000 kb.pyx:1(__Pyx_PyMODINIT_FUNC PyInit_kb(void))
       11    0.000    0.000    0.000    0.000 format.py:475(get_adjustment)
       33    0.000    0.000    0.000    0.000 blocks.py:646(copy)
       22    0.000    0.000    0.000    0.000 frame.py:10764(_reindex_for_setitem)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1245(__iter__)
        3    0.000    0.000    0.000    0.000 response.py:1(<module>)
        1    0.000    0.000    0.000    0.000 underscore.py:12(Underscore)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1232(_recalculate)
       11    0.000    0.000    0.000    0.000 generic.py:1930(__contains__)
      667    0.000    0.000    0.000    0.000 events.py:17(__init__)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:354(_get_scalar_type_map)
      847    0.000    0.000    0.000    0.000 util.py:101(is_numpy_array)
       20    0.000    0.000    0.000    0.000 util.py:122(get)
       44    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(ravel)
     1095    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:406(has_location)
       44    0.000    0.000    0.000    0.000 numeric.py:1335(normalize_axis_tuple)
  134/118    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
        1    0.000    0.000    0.000    0.000 mimetypes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cp949prober.py:34(CP949Prober)
      8/1    0.000    0.000    0.000    0.000 model.py:476(<listcomp>)
        3    0.000    0.000    0.000    0.000 _common.py:1(<module>)
        1    0.000    0.000    0.000    0.000 glob.py:82(_glob1)
        1    0.000    0.000    0.000    0.000 _mixins.py:69(NDArrayBackedExtensionArray)
      312    0.000    0.000    0.000    0.000 socket.py:83(<lambda>)
        1    0.000    0.000    0.000    0.000 helper.py:1(<module>)
        6    0.000    0.000    0.000    0.000 inspect.py:3082(__str__)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:365(<dictcomp>)
       33    0.000    0.000    0.000    0.000 {built-in method _operator.mul}
        2    0.000    0.000    0.000    0.000 zipfile.py:2165(_implied_dirs)
      113    0.000    0.000    0.000    0.000 config.py:976(is_promise)
        1    0.000    0.000    0.000    0.000 range.py:57(RangeIndex)
       11    0.000    0.000    0.000    0.000 common.py:462(infer_compression)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:1(<module>)
        2    0.000    0.000    0.000    0.000 generic.py:146(pinner)
        1    0.000    0.000    0.000    0.000 with_array.py:1(<module>)
       77    0.000    0.000    0.000    0.000 base.py:4537(__contains__)
       11    0.000    0.000    0.000    0.000 nanops.py:75(__init__)
        1    0.000    0.000    0.000    0.000 socks.py:1(<module>)
      121    0.000    0.000    0.000    0.000 parser.py:128(resolver)
      100    0.000    0.000    0.000    0.000 pathlib.py:1088(_make_child_relpath)
        1    0.000    0.000    0.000    0.000 message.py:105(Message)
        1    0.000    0.000    0.000    0.000 tokens.py:4(<module>)
  179/167    0.000    0.000    0.000    0.000 pyparsing.py:4091(<genexpr>)
      473    0.000    0.000    0.000    0.000 numerictypes.py:584(<listcomp>)
      284    0.000    0.000    0.000    0.000 function_base.py:443(_needs_add_docstring)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:94(_add_aliases)
      176    0.000    0.000    0.000    0.000 flags.py:83(allows_duplicate_labels)
     1178    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 array_getitem.py:1(<module>)
       66    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(ndim)
      278    0.000    0.000    0.000    0.000 contextlib.py:363(__exit__)
        1    0.000    0.000    0.000    0.000 dropout.py:1(<module>)
       66    0.000    0.000    0.000    0.000 common.py:116(ensure_python_int)
      162    0.000    0.000    0.000    0.000 _json_api.py:10(json_dumps)
       22    0.000    0.000    0.000    0.000 range.py:364(__contains__)
      168    0.000    0.000    0.000    0.000 expr.py:183(<genexpr>)
       51    0.000    0.000    0.000    0.000 base.py:425(find)
       18    0.000    0.000    0.000    0.000 metadata.py:493(<genexpr>)
       32    0.000    0.000    0.000    0.000 sre_compile.py:416(_bytes_to_codes)
       99    0.000    0.000    0.000    0.000 {built-in method numpy.arange}
        1    0.000    0.000    0.000    0.000 configparser.py:376(BasicInterpolation)
       30    0.000    0.000    0.000    0.000 ipaddress.py:1274(__init__)
      120    0.000    0.000    0.000    0.000 nodes.py:117(__init__)
      160    0.000    0.000    0.000    0.000 _decorators.py:476(__init__)
        1    0.000    0.000    0.000    0.000 schemas.py:176(TokenPatternNumber)
        1    0.000    0.000    0.000    0.000 langturkishmodel.py:4(<module>)
       22    0.000    0.000    0.000    0.000 range.py:179(_data)
        1    0.000    0.000    0.000    0.000 optimizers.py:103(Optimizer)
       17    0.000    0.000    0.000    0.000 {method 'split' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 period.py:80(PeriodIndex)
       18    0.000    0.000    0.000    0.000 core.py:992(__init__)
      164    0.000    0.000    0.000    0.000 {built-in method srsly.ujson.ujson.dumps}
        1    0.000    0.000    0.000    0.000 debug_config.py:1(<module>)
        1    0.000    0.000    0.000    0.000 categorical.py:247(Categorical)
       22    0.000    0.000    0.000    0.000 arraylike.py:363(<genexpr>)
        1    0.000    0.000    0.000    0.000 dependencymatcher.pyx:1(__Pyx_PyMODINIT_FUNC PyInit_dependencymatcher(void))
       11    0.000    0.000    0.000    0.000 apply.py:1010(__init__)
      311    0.000    0.000    0.000    0.000 socket.py:78(<lambda>)
       21    0.000    0.000    0.000    0.000 __init__.py:81(get)
        1    0.000    0.000    0.000    0.000 schemas.py:277(ModelMetaSchema)
      119    0.000    0.000    0.000    0.000 extension.py:47(inherit_from_data)
        3    0.000    0.000    0.000    0.000 typing.py:915(copy_with)
        1    0.000    0.000    0.000    0.000 chain.py:1(<module>)
        1    0.000    0.000    0.000    0.000 doc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 with_array2d.py:1(<module>)
        6    0.000    0.000    0.000    0.000 pathlib.py:1121(cwd)
      314    0.000    0.000    0.000    0.000 socket.py:93(<lambda>)
        1    0.000    0.000    0.000    0.000 with_padded.py:1(<module>)
      313    0.000    0.000    0.000    0.000 socket.py:88(<lambda>)
        1    0.000    0.000    0.000    0.000 package.py:1(<module>)
       29    0.000    0.000    0.000    0.000 nanops.py:77(<genexpr>)
       88    0.000    0.000    0.000    0.000 blocks.py:2005(extend_blocks)
        1    0.000    0.000    0.000    0.000 iob_utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 rolling.py:750(Window)
       10    0.000    0.000    0.000    0.000 __init__.py:336(__init__)
        1    0.000    0.000    0.000    0.000 serialization.py:18(<module>)
        1    0.000    0.000    0.000    0.000 syntax_iterators.py:1(<module>)
        1    0.000    0.000    0.000    0.000 config.py:680(registry)
        1    0.000    0.000    0.000    0.000 trainable_pipe.pyx:1(__Pyx_PyMODINIT_FUNC PyInit_trainable_pipe(void))
        1    0.000    0.000    0.000    0.000 check.py:1(<module>)
        1    0.000    0.000    0.000    0.000 strings2arrays.py:1(<module>)
     1749    0.000    0.000    0.000    0.000 inspect.py:2569(default)
       11    0.000    0.000    0.000    0.000 generic.py:754(_set_axis_nocheck)
       11    0.000    0.000    0.000    0.000 cast.py:1219(astype_array)
      115    0.000    0.000    0.000    0.000 dataclasses.py:1047(is_dataclass)
       66    0.000    0.000    0.000    0.000 array_ops.py:510(_bool_arith_check)
       42    0.000    0.000    0.000    0.000 errors.py:5(__getattribute__)
        3    0.000    0.000    0.000    0.000 pyparsing.py:2215(__mul__)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:1(<module>)
      132    0.000    0.000    0.000    0.000 generic.py:5473(__getattr__)
        1    0.000    0.000    0.000    0.000 types.py:623(_Array4d)
        1    0.000    0.000    0.000    0.000 isoparser.py:2(<module>)
        1    0.000    0.000    0.000    0.000 langrussianmodel.py:4(<module>)
        1    0.000    0.000    0.000    0.000 extension.py:221(ExtensionIndex)
        1    0.000    0.000    0.000    0.000 types.py:115(_Array)
        2    0.000    0.000    0.000    0.000 posixpath.py:387(realpath)
       22    0.000    0.000    0.000    0.000 dtypes.py:950(is_dtype)
      116    0.000    0.000    0.000    0.000 constructor.py:93(resolver)
        1    0.000    0.000    0.000    0.000 pickle_compat.py:1(<module>)
       43    0.000    0.000    0.000    0.000 config.py:256(<listcomp>)
        1    0.000    0.000    0.000    0.000 async_utils.py:1(<module>)
       20    0.000    0.000    0.000    0.000 zipfile.py:2168(<genexpr>)
        1    0.000    0.000    0.000    0.000 with_getitem.py:1(<module>)
        1    0.000    0.000    0.000    0.000 arraylike.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hook.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numeric.py:82(NumericIndex)
        1    0.000    0.000    0.000    0.000 types.py:704(Ints4d)
      272    0.000    0.000    0.000    0.000 scanner.py:387(remove_possible_simple_key)
        5    0.000    0.000    0.000    0.000 __init__.py:299(loads)
      899    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        4    0.000    0.000    0.000    0.000 version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 staticvectors.py:1(<module>)
        1    0.000    0.000    0.000    0.000 with_ragged.py:1(<module>)
       25    0.000    0.000    0.000    0.000 contextlib.py:112(__enter__)
       33    0.000    0.000    0.000    0.000 common.py:142(_expand_user)
     1692    0.000    0.000    0.000    0.000 multiarray.py:148(concatenate)
      308    0.000    0.000    0.000    0.000 common.py:146(<lambda>)
       14    0.000    0.000    0.000    0.000 chain.py:20(chain)
        1    0.000    0.000    0.000    0.000 dtypes.py:807(PeriodDtype)
        1    0.000    0.000    0.000    0.000 vds.py:10(<module>)
        2    0.000    0.000    0.000    0.000 util.py:713(is_unconstrained_version)
        1    0.000    0.000    0.000    0.000 init_pipeline.py:1(<module>)
        1    0.000    0.000    0.000    0.000 add.py:1(<module>)
        2    0.000    0.000    0.000    0.000 specifiers.py:745(__contains__)
       11    0.000    0.000    0.000    0.000 format.py:608(_initialize_justify)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6763(pyparsing_unicode)
     1423    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
        2    0.000    0.000    0.000    0.000 maxout.py:17(Maxout)
        1    0.000    0.000    0.000    0.000 period.py:95(PeriodArray)
        1    0.000    0.000    0.000    0.000 einsumfunc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 types.py:501(_Array3d)
       41    0.000    0.000    0.000    0.000 models.py:354(__init__)
        1    0.000    0.000    0.000    0.000 _param_server.py:1(<module>)
        2    0.000    0.000    0.000    0.000 specifiers.py:748(contains)
        1    0.000    0.000    0.000    0.000 floating.py:1(<module>)
       95    0.000    0.000    0.000    0.000 codecs.py:309(__init__)
      120    0.000    0.000    0.000    0.000 events.py:51(__init__)
       35    0.000    0.000    0.000    0.000 pyparsing.py:3225(__str__)
        1    0.000    0.000    0.000    0.000 types.py:466(Ints2d)
       22    0.000    0.000    0.000    0.000 base.py:707(_view)
        1    0.000    0.000    0.000    0.000 _dict_proxies.py:19(SpanGroups)
      242    0.000    0.000    0.000    0.000 common.py:1543(get_dtype)
        1    0.000    0.000    0.000    0.000 trainable_pipe.pyx:340(lambda8)
      543    0.000    0.000    0.000    0.000 nodes.py:15(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:31(Registry)
        1    0.000    0.000    0.000    0.000 groupby.py:570(BaseGroupBy)
        6    0.000    0.000    0.000    0.000 enum.py:928(_missing_)
       28    0.000    0.000    0.000    0.000 pyparsing.py:4841(__init__)
        1    0.000    0.000    0.000    0.000 argparse.py:1817(parse_args)
        1    0.000    0.000    0.000    0.000 types.py:653(Floats4d)
        1    0.000    0.000    0.000    0.000 pytorch_grad_scaler.py:1(<module>)
