collocate,collocate_count,corpus_count,MI
secrets,1,9,2.914224688906859
were,6,546,-0.42364494984952483
nearly,1,25,1.4402935005744468
will,7,335,0.5034873270616408
always,2,163,-0.26457846388190603
friend,4,67,2.018060499891399
go,2,458,-1.7550540977477724
sorrowing,1,4,4.084149690349172
taken,3,72,1.4991871896280153
say,2,295,-1.1204214539000321
good,2,418,-1.6232094417317111
fellow,2,108,0.32926218818570296
force,1,21,1.6918322675704112
patronage,1,2,5.084149690349172
arthur,3,411,-1.0138823926113552
liked,1,48,0.49918718962801534
probable,1,7,3.2767947682915675
hitch,1,1,6.084149690349171
mary,1,25,1.4402935005744468
burge,1,63,0.10686976684925494
mind,2,237,-0.8045935585490875
place,1,118,-0.7984933590126696
see,5,501,-0.5625890079586745
falls,1,8,3.084149690349171
thinks,2,19,2.836222176905586
lady,2,46,1.5605877342921586
rule,2,5,4.762221595461809
moon,1,8,3.084149690349171
mastered,1,4,4.084149690349172
fine,3,113,0.84893322865514
constitution,1,2,5.084149690349172
insure,1,2,5.084149690349172
difference,1,21,1.6918322675704112
smallpox,1,2,5.084149690349172
bewitchment,1,2,5.084149690349172
either,2,23,2.5605877342921586
needful,1,14,2.2767947682915675
should,6,387,0.07292243492591738
tolerate,1,1,6.084149690349171
pity,4,54,2.329262188185703
these,4,110,1.302789976824512
less,3,77,1.4023256503754262
great,4,209,0.3767905582682887
deal,1,92,-0.4394122657078413
family,1,51,0.4117243483776759
amongst,1,5,3.762221595461809
packet,1,1,6.084149690349171
yellow,1,19,1.836222176905586
letters,1,13,2.383709972208079
private,1,5,3.762221595461809
drawer,1,11,2.6247180717118743
felt,2,211,-0.6369494983580137
anything,3,154,0.40232565037542617
insignificant,1,4,4.084149690349172
diana,1,1,6.084149690349171
houses,1,21,1.6918322675704112
let,4,209,0.3767905582682887
lies,1,19,1.836222176905586
afford,1,10,2.762221595461809
give,2,140,-0.04513332659579496
reverence,3,22,3.20968057243303
rarities,1,1,6.084149690349171
believe,7,99,2.262147992327166
mr,1,515,-2.9242789317214095
irwine,1,260,-1.938218122679283
resolution,1,25,1.4402935005744468
own,5,325,0.06178187732071705
next,3,85,1.2597212549326258
insupportable,1,1,6.084149690349171
ever,8,198,1.454793070269562
looking,2,211,-0.6369494983580137
back,3,263,-0.3698067982219747
folly,1,12,2.4991871896280156
die,1,35,0.954866673404205
command,1,15,2.177259094740653
curiously,1,2,5.084149690349172
unison,1,1,6.084149690349171
again,2,380,-1.4857059179817762
scriptur,1,1,6.084149690349171
neighbour,1,11,2.6247180717118743
yourself,1,47,0.5295608386715341
pan,1,1,6.084149690349171
listen,1,19,1.836222176905586
blind,1,20,1.7622215954618095
human,3,44,2.2096805724330304
ground,2,48,1.4991871896280153
easily,1,14,2.2767947682915675
shed,1,11,2.6247180717118743
pride,1,34,0.9966868490988321
nor,2,129,0.07292243492591738
little,2,440,-1.697210023175488
face,3,237,-0.21963105782793138
wait,2,27,2.329262188185703
hopes,2,22,2.6247180717118743
risen,1,9,2.914224688906859
need,3,59,1.7864691417084866
hurried,1,20,1.7622215954618095
after,5,283,0.26141954240465154
first,10,232,1.5480967901089615
moments,2,43,1.6578849356470735
hopeful,2,6,4.499187189628016
turn,2,93,0.5449908792411401
away,2,275,-1.0191381180628503
surely,1,31,1.1299533799622963
mean,1,61,0.15341235278628526
since,1,120,-0.822740905259347
opposite,1,44,0.6247180717118742
least,1,31,1.1299533799622963
beginning,2,39,1.7987474714869234
return,1,33,1.039755570990718
sign,4,24,3.499187189628015
glad,1,51,0.4117243483776759
moment,1,124,-0.8700466200377037
vision,1,10,2.762221595461809
returns,1,2,5.084149690349172
signs,3,19,3.421184677626742
approaching,1,11,2.6247180717118743
indifference,1,9,2.914224688906859
glowing,1,5,3.762221595461809
afraid,1,41,0.7265976857310879
tease,1,2,5.084149690349172
flattering,1,4,4.084149690349172
speeches,1,8,3.084149690349171
like,6,656,-0.6884398135477561
herself,2,133,0.028867254847982037
begun,1,24,1.4991871896280153
old,1,400,-2.559706499425553
shadowed,1,2,5.084149690349172
reluctant,1,2,5.084149690349172
disapproval,1,1,6.084149690349171
finery,3,10,4.347184096182966
spoken,1,23,1.5605877342921586
yet,2,166,-0.2908897409977532
till,1,136,-1.003313150901168
commencing,1,1,6.084149690349171
grown,2,12,3.499187189628015
unmistakable,1,5,3.762221595461809
imagination,1,30,1.177259094740653
long,2,251,-0.8873938636016006
passion,2,27,2.329262188185703
banner,1,1,6.084149690349171
motto,1,1,6.084149690349171
brotherly,1,5,3.762221595461809
continue,1,7,3.2767947682915675
encircling,1,1,6.084149690349171
two,2,190,-0.4857059179817762
greek,1,2,5.084149690349172
words,3,166,0.294072759723403
omitted,1,1,6.084149690349171
plenty,1,25,1.4402935005744468
unloving,1,2,5.084149690349172
masculine,1,2,5.084149690349172
shy,1,4,4.084149690349172
diffident,1,1,6.084149690349171
mester,1,20,1.7622215954618095
massey,1,68,-0.003313150901167903
reason,1,68,-0.003313150901167903
mask,1,1,6.084149690349171
going,1,211,-1.6369494983580137
encouraging,1,7,3.2767947682915675
generations,1,5,3.762221595461809
eyes,4,250,0.11836540568708441
tell,7,205,1.2120245129013296
doubtless,1,14,2.2767947682915675
draughts,1,3,4.499187189628016
behaved,1,18,1.914224688906859
prettily,1,2,5.084149690349172
already,1,45,0.5922965940194969
loving,2,39,1.7987474714869234
exceptional,1,3,4.499187189628016
farmers,1,24,1.4991871896280153
general,1,24,1.4991871896280153
new,4,150,0.8553309998532905
forces,1,3,4.499187189628016
genius,1,6,3.499187189628015
depends,1,3,4.499187189628016
gentleman,3,53,1.9411917365071283
kisses,1,4,4.084149690349172
makes,1,44,0.6247180717118742
life,4,223,0.2832497904288667
've,1,354,-2.383455859733826
're,2,183,-0.43155014793487106
can,12,371,1.1338368144495243
different,3,59,1.7864691417084866
nobody,1,64,0.08414969034917141
being,1,145,-1.0957593996657629
feelings,2,68,0.9966868490988321
wi,2,182,-0.42364494984952483
giving,1,44,0.6247180717118742
faintly,1,6,3.499187189628015
impetuously,1,3,4.499187189628016
meet,1,36,0.9142246889068592
didna,1,16,2.0841496903491716
'm,1,268,-1.9819395001086009
blaming,1,2,5.084149690349172
blame,2,8,4.084149690349172
stealing,1,4,4.084149690349172
knew,2,126,0.10686976684925494
filling,1,5,3.762221595461809
