name,degree_centrality,betweenness_centrality,eigenvector_centrality
Suffolk,0.26865671641791045,0.2379469894395268,0.2738148056313592
King,0.31343283582089554,0.22005924624649184,0.3490658783665117
York,0.2835820895522388,0.19812235229467262,0.3253797746618937
Gloucester,0.29850746268656714,0.18875144027789903,0.29972201181159663
Cade,0.19402985074626866,0.16016702404083677,0.056171915958282345
Buckingham,0.208955223880597,0.15802547997256275,0.26494266902021096
Queen,0.2537313432835821,0.08034273317516198,0.32039942784458164
Rebels,0.11940298507462686,0.0692030763095892,0.06831024799751283
Bolingbroke,0.05970149253731343,0.06034976631991555,0.048663456933754845
Duchess,0.13432835820895522,0.05960801221995253,0.16280916362355585
Saye,0.1044776119402985,0.058364698646245466,0.07534353735740924
Horner,0.1044776119402985,0.05720755198367141,0.12734979010813008
1Gentleman,0.07462686567164178,0.04236393788632595,0.033101108160718935
Peter,0.13432835820895522,0.040273822363374595,0.19350373870945628
LordClifford,0.11940298507462686,0.030384250906638967,0.1594826721263221
Spirit,0.029850746268656716,0.028946178199909543,0.00465896968965004
1Murderer,0.029850746268656716,0.028946178199909543,0.02621449653182324
Lieutenant,0.05970149253731343,0.028116990803557968,0.032555216138085666
1Neighbour,0.029850746268656716,0.024634403738881348,0.03126474137647153
Salisbury,0.16417910447761194,0.023914363313956265,0.24330253806305202
Iden,0.05970149253731343,0.022189778787472133,0.09445649443537446
Cardinal,0.16417910447761194,0.02092900942968786,0.24326340280277453
Whitmore,0.05970149253731343,0.013945424393185584,0.032800883783538674
Richard,0.07462686567164178,0.008853004375392435,0.1018368295723327
Simpcox,0.1044776119402985,0.0077576928323196985,0.1538317660381514
Warwick,0.13432835820895522,0.006087079662384953,0.22620905793245372
Somerset,0.11940298507462686,0.0054532946323991105,0.20458610135549726
3Neighbour,0.029850746268656716,0.003859490426654605,0.012476271832632018
Dick,0.07462686567164178,0.003260320763712894,0.015379250363061666
Holland,0.05970149253731343,0.0022538821046283733,0.008388448858207415
2Prentice,0.029850746268656716,0.0021364207931372104,0.01968246622607877
Stafford,0.05970149253731343,0.001905838269474633,0.013902574131880618
Bevis,0.029850746268656716,0.0011251098768059419,0.007944803142188749
1Prentice,0.029850746268656716,0.0006784260515603799,0.013949927632612297
Smith,0.05970149253731343,0.0005653550429669833,0.008904847060014657
2Petitioner,0.05970149253731343,0.0004615616555915064,0.08081215655929785
2Neighbour,0.029850746268656716,0.0004522840343735866,0.004150001855653446
Clerk,0.04477611940298507,0.00044286145032413694,0.01327086055368628
Master,0.029850746268656716,0.0003769033619779888,0.003464692739967011
Mate,0.029850746268656716,0.0002261420171867933,0.0034173907291800056
Michael,0.014925373134328358,0.0,0.005329979063782091
1Citizen,0.014925373134328358,0.0,2.1944080663413792e-14
3Messenger,0.029850746268656716,0.0,0.03228582226509663
2Messenger,0.014925373134328358,0.0,0.03311838119924325
Soldier,0.014925373134328358,0.0,0.005329979063782091
4Messenger,0.014925373134328358,0.0,0.005329979063782091
1Messenger,0.014925373134328358,0.0,0.028436587286877552
Brother,0.04477611940298507,0.0,0.013130717111168679
5Messenger,0.029850746268656716,0.0,0.03959981238099777
Edward,0.014925373134328358,0.0,0.03087100422699041
YoungClifford,0.029850746268656716,0.0,0.024793280410595794
Scales,0.014925373134328358,0.0,2.1944080663413792e-14
Beadle,0.029850746268656716,0.0,0.043031584376650264
Hume,0.029850746268656716,0.0,0.02006386224014781
1Petitioner,0.04477611940298507,0.0,0.06404409606148077
Mayor,0.014925373134328358,0.0,0.028436587286877552
2Gentleman,0.029850746268656716,0.0,0.006252464013313664
Witch,0.014925373134328358,0.0,0.00044202705563345477
Townsman,0.04477611940298507,0.0,0.08753350113477566
Vaux,0.014925373134328358,0.0,0.03039843127582123
Commons,0.04477611940298507,0.0,0.08218065615015008
2Murderer,0.014925373134328358,0.0,0.002487117350790876
Wife,0.05970149253731343,0.0,0.09209013775894057
Stanley,0.029850746268656716,0.0,0.04388341763675708
Sheriff,0.029850746268656716,0.0,0.04388341763675708
Herald,0.014925373134328358,0.0,0.028436587286877552
Servant,0.014925373134328358,0.0,0.028436587286877552
Post,0.029850746268656716,0.0,0.053951024960625864
