collocate,collocate_count,corpus_count,MI
she,13,2910,-0.3837820453213171
walked,1,20,3.1006535794458747
slowly,1,36,2.2526566728909247
where,2,161,1.0916647962186197
drawn,1,20,3.1006535794458747
there,1,467,-1.444697065376425
mr,4,1173,-0.7734056236952714
benson,3,614,-0.2545506703157862
whom,1,85,1.0131907381955354
feel,1,62,1.4683853639463615
esteem,1,6,4.83761917361208
because,1,79,1.118800926156134
then,2,293,0.22782481991098916
such,2,256,0.42258167433323673
gratify,1,6,4.83761917361208
patronising,2,4,6.422581674333237
precious,2,9,5.252656672890924
dictated,1,1,7.422581674333237
making,1,42,2.0302642515544767
delighted,1,6,4.83761917361208
measure,1,6,4.83761917361208
peace,1,37,2.2131283087042872
maternal,1,4,5.4225816743332365
guard,1,4,5.4225816743332365
called,1,70,1.2932986573882705
doors,1,10,4.100653579445875
